num_topics, beta, max_bleu, max_jaccard, max_cos, max_fscore
10,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.08623776820038033,0.046046898468568395,0.4158057,0.006435693935693935
10,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.0856972276598398,0.04573126618061103,0.41538426,0.006435693935693935
10,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.08638324334234916,0.04609677878833292,0.41948262,0.006435693935693935
10,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.08824149728218204,0.04709293340882986,0.42656064,0.005236829711800306
10,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.08684531204294141,0.046242290382028275,0.46971568,0.007680811252239824
10,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.10281733316035503,0.055334821782145945,0.4810272,0.004151073021716795
10,[1. 1. 1. ... 1. 1. 1.],0.10425467505643495,0.05632111520728897,0.5004186,0.009341032608695652
11,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.12138538145475979,0.06678288898794675,nan,nan
11,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.1203897104590888,0.06629453264405166,nan,nan
11,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.1204849485543269,0.0663263240911734,nan,nan
11,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.12308173180957742,0.06796239993296607,nan,nan
11,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.1080944801764034,0.05850225405971341,nan,nan
11,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.10231169211120433,0.05499145922772664,0.3997442,0.0029145701169461585
11,[1. 1. 1. ... 1. 1. 1.],0.09606100192711783,0.05155470219096933,0.38689363,0.00185335913021335
12,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.11919683529579361,0.0657529827668623,0.47412753,0.005099048031990381
12,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.11919683529579361,0.0657529827668623,0.47400594,0.005099048031990381
12,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.1200869520049271,0.06572155112359632,0.4757518,0.00811241402448035
12,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.1204864191982366,0.06662060928372898,0.4789731,0.006783692533854997
12,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.11839073061879603,0.06463342492006999,nan,nan
12,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.11176117347168878,0.060646940172716886,0.4892119,0.002772359087768999
12,[1. 1. 1. ... 1. 1. 1.],0.12066142425744014,0.06590750021772808,0.5344067,0.004919428189426755
13,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.10523571587346182,0.056588781064153756,0.3866557,0.0020128742079961594
13,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.11380735270619288,0.06150434052178674,0.40627354,0.0027734890411916374
13,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.10444538008312605,0.056124728699175695,0.38537893,0.0023354548531574495
13,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.11457174062352199,0.06192694691903535,0.40605056,0.003600333291948932
13,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.10466299885742072,0.05660011865766273,0.4010397,0.0034754856301230917
13,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.11805508253008315,0.06362552344244772,0.42431146,0.003596681143174832
13,[1. 1. 1. ... 1. 1. 1.],0.1098430593518213,0.059045505935353744,0.4401744,0.003563707129279765
14,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.12914557435287347,0.07062822847053851,0.43552655,0.010300127996578798
14,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.1281616457814449,0.07003966744318962,0.4307371,0.009661474475303326
14,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.1284032363980355,0.07029170434180472,0.43327397,0.01059242846440109
14,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.13279988223322436,0.07291257415295849,0.43747792,0.010641360900311703
14,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.12594481543926958,0.06875366016747024,0.466394,0.008795305314573376
14,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.139534403921852,0.07678706537744642,0.53492796,0.006124366856423673
14,[1. 1. 1. ... 1. 1. 1.],0.13117455816446433,0.07176175677083502,0.55368537,0.0036218958733493616
15,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.1362361368152879,0.07530786497332576,0.3910083,0.006907280675832287
15,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.13727958334839915,0.07602620091891271,0.39129657,0.006621566390118001
15,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.13734320028701608,0.07604401774290225,0.39240116,0.007361826130377742
15,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.1376206035763723,0.07622094236741708,0.3929033,0.007093622572575489
15,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.1349771702061443,0.07403673501883903,0.396601,0.007226834270541172
15,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.13751030110580442,0.07560650294666842,0.5119081,0.005458419714083137
15,[1. 1. 1. ... 1. 1. 1.],0.12940858640761105,0.07030579786663552,0.5063735,0.005300221351917638
16,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.08839406651384017,0.04724234324977017,0.419029,0.008002148826465097
16,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.08813765625742992,0.04710180270922963,0.41963777,0.007137801241934564
16,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.08811612680312896,0.047076257469748105,0.42419776,0.007968515058272504
16,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.0883001619925163,0.047130514555793646,0.43213677,0.007884600606980005
