num_topics, beta, max_bleu, max_jaccard, max_cos, max_fscore
10,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.10213718253200123,0.054726942869626066,0.40848503,0.003630476053056698
10,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.10232307996789868,0.05478031863853828,0.40848503,0.002474789703050573
10,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.10178003967485838,0.05447462545259513,0.41131607,0.003993234751667919
10,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.10632520627296614,0.05701505998109125,0.42742074,0.003226425263496202
10,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.10524037555062345,0.05658105775536965,0.44469,0.004949077562713927
10,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.12475801746230583,0.06799632829911437,0.46583185,0.004299064052410834
10,[1. 1. 1. ... 1. 1. 1.],0.12389484034382439,0.06750301638370741,0.46651608,0.0018830128205128205
11,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.13592349172202106,0.07533882769239714,0.46448967,0.007653549481854545
11,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.13471137050989984,0.07480342697870102,0.46362218,0.0067326351223971825
11,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.13471137050989984,0.07474916318949715,0.46397582,0.006965193261932065
11,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.13219030255781808,0.07324418971033242,0.46209624,0.007254685718334169
11,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.13367883806956937,0.07387981133527585,0.47850764,0.00798667826242387
11,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.1365923956291917,0.07492871162218012,0.4450306,0.005528408649052421
11,[1. 1. 1. ... 1. 1. 1.],0.12598133288005373,0.06847300256567634,0.4274474,0.008030304214390662
12,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.12449938141700263,0.068327622213814,0.46392384,0.008364713708459948
12,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.12449938141700263,0.068327622213814,0.46444267,0.008364713708459948
12,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.12393193955653753,0.06783624965376657,0.46268028,0.00674428478734648
12,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.1233051589297569,0.06752241948689326,0.4620124,0.007210046338873225
12,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.12693408884816149,0.07009882136060093,0.5058522,0.009745260708030747
12,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.13950861647448942,0.07684717255318141,0.5087812,0.005180351281394924
12,[1. 1. 1. ... 1. 1. 1.],0.13206073583836633,0.0723668076648327,0.53041154,0.005038023973762513
13,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.12527283004709594,0.06875938608148478,0.4426086,0.008225092621069479
13,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.1248084483508609,0.06826980501717274,0.4729135,0.008410831160967613
13,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.12521370218309003,0.06867322122457335,0.441423,0.008133053383189835
13,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.12524245802426875,0.06851630544367704,0.474572,0.008671312354351613
13,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.13075247067934095,0.07193382062380248,0.4699835,0.007453191058915477
13,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.14559046243916834,0.079886046797951,0.47922602,0.0068005956236154375
13,[1. 1. 1. ... 1. 1. 1.],0.1404580238379519,0.07723745027026183,0.47400162,0.0069117532272602545
14,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.13600493529815247,0.07481778841583153,0.4315312,0.008544738602163919
14,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.13632147017823035,0.07502571205098608,0.4363985,0.008505720300601665
14,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.1378710842243427,0.07594379697224915,0.44672778,0.009347469056787292
14,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.14349310891681807,0.07970270613430246,0.46067235,0.007329380864786058
14,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.1165684696508631,0.06356655397551297,0.44333154,0.00760425563321859
14,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.1422806206620091,0.07849016090219062,0.5333612,0.004255257815058534
14,[1. 1. 1. ... 1. 1. 1.],0.13266733076929083,0.07270029421548725,0.54840094,0.003429695752276398
15,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.110591528795907,0.059969846636619834,0.47532755,0.006679132334449553
15,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.11062596934006429,0.06000008227081352,0.4761914,0.006111350649854954
15,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.11095605749273312,0.060182121627338,0.4753002,0.006336938070564326
15,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.11342254718548998,0.0617104284937599,0.47099438,0.004877437357232753
15,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.11448524618909078,0.06220002852021467,0.47986352,0.00882771807223619
15,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.13171666689005943,0.07168273997613855,0.51468784,0.006364569102393649
15,[1. 1. 1. ... 1. 1. 1.],0.12882019726078853,0.07013373373862619,0.5328739,0.004306341284163865
16,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.0994596920768329,0.05297697722199761,0.4451169,0.004802421482987966
16,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.09940947686879849,0.052963323685170455,0.44548577,0.004802421482987966
16,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.09940947686879849,0.052963323685170455,0.4453342,0.004280741266185798
16,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.09450052278608467,0.05016463004627871,0.45697126,0.003827253749834395
16,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.11179831906681591,0.0599108609056122,0.4856309,0.007742667712746351
16,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.1419740029357587,0.07849730454928677,0.5485761,0.0034961531378081166
16,[1. 1. 1. ... 1. 1. 1.],0.12357474851965682,0.06759230569263724,0.53234255,0.004626056218557391
17,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.08114420260286628,0.043051545849056724,0.4303789,0.0040742540674391465
17,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.08114420260286628,0.043051545849056724,0.42939094,0.00507695104759482
17,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.08140061285927654,0.043192086389597276,0.42896557,0.00507695104759482
17,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.08332255083016689,0.04421919987517197,0.43803394,0.0033675610911460406
17,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.09225633064701735,0.04913361894915622,0.4388597,0.003748860466724886
17,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.11816999972512747,0.06372275848075992,0.4825585,0.005244966119684799
17,[1. 1. 1. ... 1. 1. 1.],0.11066881516252579,0.05943750571431659,0.50943047,0.0052804353377366295
18,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.0908355545583724,0.0484742061739937,0.44723615,0.004308161768033607
18,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.0899381186609365,0.04794711364042753,0.44696817,0.0041274643477519175
18,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.08943170840452624,0.04767200451218823,0.4490238,0.003796779868030685
18,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.08955889535503457,0.04778158662728092,0.45877537,0.0033766030116836572
18,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.10682482158948858,0.05735512197397929,0.44524756,0.007436489983834655
18,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.15698922202882634,0.0868516389335527,0.55181605,0.005415446526570816
18,[1. 1. 1. ... 1. 1. 1.],0.13841974058014428,0.07569645500110289,0.5433942,0.0034980862032888
19,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.06676440628639084,0.035392489003657046,0.34337315,0.0033708298134068437
19,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.06638965881164338,0.03521060043361751,0.3455525,0.0026898054987381913
19,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.06709330654214532,0.03559970569138342,0.34674838,0.0035159392300764224
19,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.06801878941803957,0.03595145285261407,0.35146096,0.0036099770853025358
19,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.06689841994346749,0.03566850654766931,0.43856758,0.003265092622999355
19,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.10445522036627405,0.05606820618713509,0.4843836,0.007051034015712783
19,[1. 1. 1. ... 1. 1. 1.],0.09673248000595856,0.05180412745046446,0.43663678,0.004730367107221327
20,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.08924951971010636,0.04740862988817943,0.46502697,0.003524093284173929
20,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.08872123688182354,0.04712277376773446,0.46686745,0.003851555651555652
20,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.08872123688182354,0.04712277376773446,0.4655188,0.003497388984888985
20,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.08396424980808455,0.04445591516680469,0.4552487,0.00363870834391094
20,[0.1 0.1 0.1 ... 0.1 0.1 0.1],0.09569960158751128,0.051080226376421525,0.4724879,0.0030912095623432524
20,[0.5 0.5 0.5 ... 0.5 0.5 0.5],0.1282429822782529,0.06978857093802034,0.50189376,0.005093376548179379
20,[1. 1. 1. ... 1. 1. 1.],0.11142109665420083,0.06045771861628939,0.45106852,0.004803195576929029
21,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.09721315187815266,0.052680049886992236,0.42551535,0.004853104348511081
21,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.0967014244713033,0.05235049454116824,0.42584145,0.004564380448335438
