num_topics, beta, max_bleu, max_jaccard, max_cos, max_fscore10,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.016333676622039134,0.01786830107302966,0.7632838,nan
22,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.009994612068965519,0.011544167840487778,0.76197666,nan
22,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.010498019241652518,0.01218891683940826,0.762838,nan
23,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.00895743663318986,0.010259086644981595,0.7597353,nan
23,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.009276869737493807,0.010674174898186735,0.75889486,nan
23,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.009445284921835603,0.010897758697302917,0.7602137,nan
23,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.01000534188034188,0.011642930699460914,0.7611847,nan
25,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.009097320169252469,0.010442947959968156,0.7607649,nan
25,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.009366231253023705,0.010792027480776931,0.7603849,nan
25,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.009536945812807882,0.011025581308346357,0.7617635,nan
25,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.010067708333333335,0.011722610612508805,0.76307374,nan
27,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.0,0.0,nan,nan
27,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.0,0.0,nan,nan
27,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.0,0.0,nan,nan
27,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.0,0.0,nan,nan
28,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.007999489652964016,0.009249336375891768,0.75553596,nan
28,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.008650065530799476,0.010017570057812897,0.75708586,nan
28,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.008788282290279628,0.010203413986965055,0.7574588,nan
28,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.00927298311444653,0.010841425978455782,0.7591571,nan
29,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.007761310452418097,0.008962304359067187,0.75502306,nan
29,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.008029814665592265,0.00932014195028859,0.7555035,nan
29,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.008186294624538366,0.00953466895114019,0.75684506,nan
29,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.008549848942598188,0.010037908287296702,0.7576849,nan
30,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.007572999620781191,0.008715541445589472,0.75372654,nan
30,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.007839748625294579,0.00906728128708011,0.7547007,nan
30,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.007984000000000002,0.009260779105468157,0.7550724,nan
30,[0.05 0.05 0.05 ... 0.05 0.05 0.05],0.008427061310782242,0.009864501720447071,0.75794584,nan
31,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.007536801295960536,0.008645411412440815,0.7567192,nan
31,[0.005 0.005 0.005 ... 0.005 0.005 0.005],0.00783779292231962,0.009045124361148371,0.7577008,nan
31,[0.01 0.01 0.01 ... 0.01 0.01 0.01],0.007962466688624728,0.009220796574394386,0.75777733,nan
