Number_of_topics,Beta,c_v,u_mass,c_uci,c_npmi
31,0.004,0.586010797,-1.590645661,0.379776738,0.080653495
15,0.34,0.585940829,-1.576010634,0.392252575,0.083540053
40,0.5,0.585878694,-3.380571281,-0.837344392,0.050087392
40,0.5,0.585878694,-3.380571281,-0.837344392,0.050087392
15,0.35,0.585831741,-1.577722953,0.386064691,0.083348821
14,0.3,0.585610382,-1.505139183,0.358634997,0.079782558
20,0.31,0.58550513,-2.184088534,-0.069383381,0.065060424
31,0.009,0.585473227,-1.612310461,0.386682359,0.081587232
31,0.002,0.58546498,-1.584109677,0.396576861,0.081400716
14,0.27,0.5854417,-1.493696099,0.324112523,0.075615177
15,0.1,0.585420435,-1.557599534,0.379965572,0.079861765
20,0.4,0.585347526,-2.063249048,0.123171893,0.075775959
15,0.33,0.585344413,-1.581850996,0.385538952,0.083243556
20,0.36,0.58526023,-2.042014283,0.085281835,0.073640544
15,0.004,0.585107097,-1.54112402,0.382074386,0.079415397
15,0.005,0.585107097,-1.541228335,0.382074386,0.079415397
15,0.006,0.585107097,-1.541228335,0.382074386,0.079415397
15,0.008,0.585107097,-1.541238014,0.382074386,0.079415397
15,0.009,0.585107097,-1.541238014,0.382074386,0.079415397
15,0.007,0.585107097,-1.542014719,0.382074386,0.079415397
15,0.002,0.585107097,-1.542105169,0.382074386,0.079415397
15,0.003,0.585107097,-1.542105169,0.382074386,0.079415397
15,0.001,0.585107097,-1.542105621,0.382074386,0.079415397
20,0.27,0.584989019,-2.016052586,0.054736963,0.069859856
32,0.34,0.584914038,-2.988519309,-0.675522034,0.051705559
40,0.52,0.584859564,-3.458733319,-0.893382609,0.048766341
19,0.2,0.58480033,-1.62654521,0.303831688,0.083625749
17,0.32,0.584767133,-1.575575143,0.267024051,0.074911686
32,0.36,0.584730611,-2.929138543,-0.581454087,0.056262872
20,0.39,0.584663356,-2.109101638,0.09579211,0.074350825
40,0.37,0.584540557,-3.160368765,-0.820074649,0.043889798
31,0.007,0.584531019,-1.608090119,0.377293051,0.081150469
20,0.35,0.584488164,-2.077727312,0.075447679,0.072799348
15,0.14,0.584472603,-1.554485856,0.33549758,0.077886889
20,0.29,0.584460187,-2.04525206,0.029408584,0.069756373
40,0.42,0.584344275,-3.339195935,-0.822161609,0.047707425
20,0.32,0.58427034,-2.212990419,-0.084872071,0.064010276
20,0.33,0.584260047,-2.20057888,-0.076930667,0.065147938
14,0.29,0.584202608,-1.496661203,0.349045913,0.077942256
20,0.28,0.5839332,-2.098533721,-0.005206971,0.067935173
20,0.41,0.583848916,-2.051599336,0.100005751,0.074357572
31,0.001,0.58379435,-1.589318474,0.376098699,0.080318027
20,0.13,0.583714933,-1.743594674,0.117490133,0.072583048
20,0.57,0.583570304,-2.246950476,0.058077215,0.076805882
20,0.54,0.583501281,-2.230663669,0.030772429,0.076014502
14,0.37,0.583450697,-1.566233142,0.303753936,0.077574524
32,0.33,0.583387317,-2.957720484,-0.606504998,0.053836107
31,0.38,0.583338278,-2.924379675,-0.509924409,0.053584846
14,0.35,0.583253109,-1.505639056,0.342845414,0.079299144
20,0.51,0.583051798,-2.246612054,0.004161988,0.074011012
17,0.46,0.58298416,-1.655418565,0.212085921,0.074650784
20,0.26,0.582867339,-1.843973171,0.117995834,0.072381482
20,0.58,0.582842709,-2.271999672,0.065543213,0.077876305
15,0.21,0.582650426,-1.528546622,0.369606845,0.079954886
17,0.47,0.582646733,-1.651336467,0.219909327,0.074400051
20,0.56,0.582581319,-2.243172038,0.04991935,0.076490227
19,0.16,0.582571814,-1.607625144,0.28726956,0.081374207
20,0.3,0.582521812,-2.050926704,0.010197514,0.068834027
20,0.5,0.582493345,-2.26325315,-0.001497441,0.073162351
20,0.5,0.582493345,-2.26325315,-0.001497441,0.073162351
20,0.48,0.582474288,-2.222182746,0.000561444,0.071990416
20,0.55,0.582458485,-2.232814634,0.030337452,0.075930742
8,0.99,0.582437657,-1.653950312,0.099870379,0.060906076
8,1,0.582437657,-1.653950312,0.099870379,0.060906076
8,0.97,0.582397874,-1.641419848,0.090587076,0.059738602
15,0.39,0.582388471,-1.539605367,0.381978764,0.08194007
15,0.15,0.582378369,-1.545797451,0.324757624,0.076696986
20,0.47,0.582305814,-2.187670977,0.043691876,0.072570568
20,0.53,0.582168282,-2.239304596,0.029815586,0.075869523
19,0.17,0.582077731,-1.633826587,0.276330142,0.081093684
17,0.49,0.582036969,-1.630447403,0.22449927,0.073408005
40,0.34,0.58194361,-3.184099887,-0.865821302,0.040771891
40,0.35,0.581866744,-3.18687315,-0.862598094,0.041729572
40,0.54,0.581720579,-3.494905379,-0.961338807,0.043761706
15,0.19,0.581517536,-1.529611353,0.359555286,0.077607481
20,0.46,0.581475956,-2.173820511,0.042608683,0.072616238
15,0.32,0.581466628,-1.552366727,0.368899319,0.080797031
20,0.49,0.581453252,-2.191173082,0.026498083,0.071817923
15,0.22,0.581399348,-1.53233588,0.36893828,0.079981577
17,0.48,0.581382442,-1.630664971,0.222260242,0.074537812
20,0.43,0.581345284,-2.113467804,0.064253349,0.07320486
20,0.24,0.58132131,-1.730053468,0.192830829,0.073824621
32,0.72,0.581189516,-3.411052512,-0.981550278,0.047042426
8,0.98,0.581182317,-1.628921942,0.088842275,0.059513404
20,0.52,0.581132721,-2.257044154,-0.002540727,0.074087658
20,0.44,0.580999163,-2.182104172,0.04039692,0.072203269
20,0.38,0.580989885,-2.072388666,0.050882212,0.072213363
15,0.3,0.580919082,-1.535988231,0.383355925,0.081146327
20,0.59,0.580778966,-2.31392888,0.073908133,0.078982636
40,0.36,0.580714858,-3.186610589,-0.863062078,0.041498395
32,0.41,0.580707757,-2.972698874,-0.632686413,0.053563253
15,0.27,0.580691718,-1.53703755,0.378056138,0.081199354
17,0.29,0.580673408,-1.566513688,0.259354476,0.073458503
20,0.37,0.580630385,-2.05843421,0.047204157,0.071768413
15,0.23,0.580597861,-1.513333319,0.373662184,0.079974684
20,0.42,0.580398144,-2.118224659,0.048717434,0.072391047
15,0.2,0.580324795,-1.543081315,0.34473863,0.077256488
17,0.28,0.580305148,-1.566538021,0.237137619,0.072198998
40,0.55,0.580278174,-3.565276502,-0.970971606,0.043676535
19,0.11,0.580255528,-1.596293033,0.264311279,0.076385435
15,0.31,0.580202376,-1.538614032,0.380807155,0.080875314
24,0.47,0.580151305,-2.42608918,-0.204259053,0.06583398
11,0.1,0.580074486,-1.512948049,0.26797059,0.074783729
15,0.38,0.580063718,-1.559365946,0.367451034,0.081504989
19,0.18,0.579983589,-1.653529449,0.240531348,0.079242625
15,0.37,0.579716329,-1.57605712,0.370163326,0.081485188
31,0.37,0.579702337,-2.976983951,-0.536675139,0.051347624
32,0.35,0.579678115,-3.020500397,-0.670327813,0.052746082
20,0.25,0.579608388,-1.786931492,0.146038818,0.071093728
8,0.79,0.579565006,-1.614073552,0.074521561,0.057799868
20,0.61,0.579547526,-2.334355122,0.027298094,0.075512299
11,0.11,0.579527125,-1.466615414,0.257267944,0.072801283
8,0.93,0.579525921,-1.640371401,0.079481944,0.058385154
8,0.92,0.579525921,-1.642843897,0.079481944,0.058385154
8,0.91,0.579525921,-1.644331145,0.079481944,0.058385154
40,0.33,0.57942339,-3.124348678,-0.838953414,0.041097345
20,0.21,0.5793537,-1.723934929,0.223546848,0.073430887
32,0.71,0.579349984,-3.553041238,-0.916181288,0.049028774
31,0.34,0.579306089,-2.966607122,-0.591419904,0.048432194
11,0.003,0.579300968,-1.533314687,0.243451726,0.073024498
11,0.004,0.579300968,-1.533314687,0.243451726,0.073024498
11,0.005,0.579300968,-1.533314687,0.243451726,0.073024498
11,0.006,0.579300968,-1.533314687,0.243451726,0.073024498
11,0.007,0.579300968,-1.533314687,0.243451726,0.073024498
11,0.001,0.579300968,-1.533397898,0.243451726,0.073024498
11,0.002,0.579300968,-1.533397898,0.243451726,0.073024498
17,0.31,0.579255475,-1.559698328,0.234875118,0.071318803
31,0.36,0.579075388,-2.941297719,-0.543564766,0.050318933
19,0.21,0.579065071,-1.638728318,0.238523277,0.07978523
17,0.27,0.57899573,-1.571342987,0.248202165,0.072592314
18,0.005,0.578903568,-1.569565497,0.319944417,0.078336437
18,0.008,0.578851685,-1.559617416,0.286359325,0.076531368
17,0.3,0.578813705,-1.542901098,0.234655542,0.070825215
19,0.19,0.57877577,-1.62512325,0.246291527,0.078819843
32,0.54,0.578712249,-3.005761169,-0.586913537,0.062622927
14,0.28,0.5784623,-1.484348369,0.305611235,0.073708392
19,0.1,0.578451994,-1.596893211,0.256233036,0.075919922
20,0.45,0.578451166,-2.185733675,0.030442543,0.071283066
15,0.17,0.578429412,-1.49367044,0.344877018,0.075370397
28,0.005,0.578418033,-1.577000402,0.282109558,0.07391196
20,0.22,0.578403846,-1.706797726,0.205515816,0.072193968
28,0.006,0.578379448,-1.579540658,0.264180625,0.073442794
15,0.28,0.578301202,-1.541676695,0.377292454,0.080592511
32,0.73,0.578285784,-3.448375649,-1.026436175,0.044984635
20,0.15,0.578283313,-1.72066863,0.173147302,0.074076821
32,0.69,0.578184429,-3.445801055,-0.778030226,0.054859139
18,0.006,0.578173472,-1.563006066,0.315031061,0.077827719
18,0.004,0.578089149,-1.595614715,0.292634353,0.077333777
15,0.36,0.578014121,-1.576546212,0.365868737,0.080908302
19,0.005,0.577937371,-1.580011294,0.244978593,0.071788195
20,0.2,0.577923935,-1.728698979,0.19082174,0.071301543
15,0.29,0.577797074,-1.542578836,0.371505681,0.079896768
19,0.004,0.577733184,-1.562692725,0.241651837,0.071417602
11,0.008,0.577666984,-1.525209237,0.236123162,0.072214549
11,0.009,0.577666984,-1.525209237,0.236123162,0.072214549
15,0.18,0.577533006,-1.518503259,0.309218527,0.075133055
18,0.009,0.577451491,-1.536177941,0.31376601,0.077133578
20,0.16,0.577384651,-1.76383943,0.135249114,0.071962671
31,0.33,0.577218774,-2.872919133,-0.513997361,0.051430509
19,0.006,0.577196677,-1.571238911,0.243717677,0.071571135
8,0.96,0.577166833,-1.628098036,0.067946663,0.057005019
8,0.86,0.577166833,-1.6318318,0.067946663,0.057005019
8,0.87,0.577166833,-1.632311163,0.067946663,0.057005019
8,0.85,0.577166833,-1.635676446,0.067946663,0.057005019
8,0.8,0.577166833,-1.636563642,0.067946663,0.057005019
8,0.81,0.577166833,-1.637660191,0.067946663,0.057005019
28,0.003,0.577054626,-1.604998887,0.239357354,0.073464952
19,0.002,0.577021586,-1.570440532,0.242204758,0.071328487
32,0.39,0.576912334,-2.920328493,-0.632293037,0.053043608
20,0.14,0.576814479,-1.785411196,0.089407646,0.071292263
32,0.37,0.576732788,-2.904300917,-0.650492827,0.051652567
40,0.58,0.576726433,-3.704567565,-1.136182055,0.037861898
19,0.15,0.576673012,-1.623146649,0.240317264,0.077305946
28,0.009,0.576669457,-1.601411572,0.238471344,0.072418893
40,0.56,0.576643741,-3.652975366,-1.092179557,0.038742471
20,0.23,0.576617502,-1.746802621,0.155250048,0.071166768
32,0.75,0.576615772,-3.391070866,-1.138692534,0.040468569
32,0.38,0.57657671,-2.887714669,-0.622258601,0.053164396
31,0.96,0.576565164,-3.69692303,-1.157821921,0.041446267
19,0.009,0.576559761,-1.554070574,0.248578742,0.070542353
19,0.008,0.576559761,-1.554136801,0.248578742,0.070542353
18,0.007,0.576548739,-1.561469957,0.28190999,0.075921095
17,0.26,0.576500264,-1.576759857,0.232115442,0.071379841
17,0.25,0.576396447,-1.568666426,0.266074515,0.072520859
31,0.39,0.576154956,-3.008501128,-0.578579401,0.051242345
7,0.98,0.576021994,-1.639450392,-0.002145963,0.050688258
7,0.97,0.576021994,-1.640318259,-0.002145963,0.050688258
32,0.74,0.576006576,-3.370214699,-1.066643981,0.043945347
31,0.86,0.575861623,-3.411782516,-1.03667781,0.045599513
19,0.12,0.575848211,-1.606871794,0.265627893,0.077233114
7,0.31,0.575833185,-1.60297107,-0.000805688,0.050311696
21,0.1,0.575831404,-1.608455651,0.022217307,0.0670579
32,0.56,0.575789723,-3.05412634,-0.654861524,0.059044486
31,0.4,0.575780394,-2.907331856,-0.483283988,0.055192164
28,0.007,0.575664316,-1.595309624,0.239291334,0.071833934
11,0.12,0.575563177,-1.54018526,0.119317167,0.066289426
18,0.002,0.575536299,-1.576251644,0.291678943,0.076507674
32,0.44,0.575521293,-3.021951591,-0.723750684,0.050402625
32,0.43,0.575454208,-3.001585962,-0.682979938,0.051581704
19,0.003,0.575423905,-1.561080382,0.236844198,0.070675384
32,0.46,0.575302125,-3.098894958,-0.835642078,0.044953994
40,0.32,0.575218573,-3.12701878,-0.882589427,0.03788738
19,0.007,0.575175679,-1.560507028,0.22627899,0.069899718
40,0.31,0.575165021,-3.038490584,-0.827108187,0.040606039
28,0.004,0.575159267,-1.609809117,0.230618419,0.071889907
32,0.32,0.575149161,-3.035463396,-0.71041723,0.049300176
7,0.95,0.575059801,-1.639753499,0.001026117,0.051356401
7,0.94,0.575059801,-1.642495078,0.001026117,0.051356401
32,0.77,0.575050428,-3.40846275,-1.160442489,0.039115178
31,0.32,0.575037796,-2.857828213,-0.541634743,0.050765937
15,0.26,0.575006512,-1.541071898,0.351370483,0.077739441
17,0.24,0.574846531,-1.588354641,0.246514705,0.071804472
24,0.4,0.574828688,-2.441082381,-0.226825914,0.064021197
24,0.46,0.574768674,-2.479662441,-0.2342106,0.065237698
31,0.3,0.574768594,-2.859342168,-0.55043022,0.049571441
7,0.67,0.574720315,-1.626629579,-0.008478851,0.050342008
7,0.69,0.574720315,-1.627399146,-0.008478851,0.050342008
7,0.71,0.574720315,-1.627470647,-0.008478851,0.050342008
7,0.7,0.574720315,-1.627685041,-0.008478851,0.050342008
7,0.66,0.574720315,-1.6276979,-0.008478851,0.050342008
7,0.61,0.574720315,-1.629090939,-0.008478851,0.050342008
7,0.62,0.574720315,-1.629090939,-0.008478851,0.050342008
7,0.65,0.574720315,-1.629911094,-0.008478851,0.050342008
7,0.64,0.574720315,-1.631327585,-0.008478851,0.050342008
7,0.63,0.574720315,-1.631674052,-0.008478851,0.050342008
15,0.16,0.574693427,-1.542481226,0.286297495,0.072705447
24,1,0.574669438,-3.598351626,-1.247259484,0.032900364
17,0.21,0.574596279,-1.577380673,0.240175604,0.072316844
40,0.57,0.574552535,-3.701882069,-1.1548104,0.036115305
24,0.44,0.574539854,-2.409223806,-0.222742523,0.063117979
18,0.003,0.574536323,-1.589709713,0.289998308,0.076699631
32,0.52,0.574442956,-3.004645694,-0.670871237,0.057718844
40,0.3,0.574425612,-3.117662922,-0.854480471,0.038981158
32,0.55,0.574386178,-3.047669049,-0.656590302,0.059198679
28,0.002,0.574232437,-1.599934449,0.234892482,0.071829167
18,0.001,0.574227827,-1.566259172,0.286276305,0.075961582
32,0.42,0.574178473,-3.000550107,-0.692045615,0.050974574
24,0.48,0.574166326,-2.480692805,-0.28377118,0.062777649
15,0.25,0.574145003,-1.523523793,0.339714605,0.076244554
19,0.14,0.574070805,-1.68409544,0.188679987,0.074718929
32,0.53,0.573986961,-2.983995547,-0.618042148,0.061099112
8,0.25,0.573832385,-1.605530856,0.062641839,0.056390678
28,0.11,0.573825718,-2.160553088,0.036510239,0.068938931
15,0.24,0.573825147,-1.523405308,0.336848571,0.07649324
7,0.56,0.573803631,-1.643861579,-0.024417381,0.048714774
7,0.55,0.573803631,-1.644530874,-0.024417381,0.048714774
7,0.52,0.573803631,-1.647216599,-0.024417381,0.048714774
31,0.99,0.573723926,-3.785574971,-1.272274797,0.037144606
31,0.97,0.573666236,-3.638481851,-1.150861625,0.041854978
7,0.96,0.573594407,-1.628671022,-0.001190732,0.05087948
17,0.23,0.573572584,-1.563064421,0.239218728,0.071250237
8,0.77,0.573467272,-1.616500365,0.028290629,0.054244496
8,0.78,0.573467272,-1.616500365,0.028290629,0.054244496
17,0.22,0.573374267,-1.561746339,0.238582407,0.071902052
7,0.1,0.573298947,-1.616790057,-0.050937889,0.049083732
32,0.4,0.573293573,-2.98471342,-0.710821307,0.049352075
7,0.99,0.573283405,-1.62609926,-0.008072239,0.049984287
7,1,0.573283405,-1.62609926,-0.008072239,0.049984287
7,0.75,0.573266191,-1.622751322,-0.010898328,0.049924325
7,0.76,0.573266191,-1.622751322,-0.010898328,0.049924325
7,0.74,0.573266191,-1.623162635,-0.010898328,0.049924325
7,0.72,0.573266191,-1.624802573,-0.010898328,0.049924325
7,0.73,0.573266191,-1.624802573,-0.010898328,0.049924325
19,0.13,0.57324454,-1.677211467,0.207361756,0.075514194
17,0.13,0.573201263,-1.548408941,0.238956386,0.069731547
31,0.15,0.573122101,-2.119311655,-0.423808369,0.051093893
22,0.2,0.573109668,-1.933300086,-0.081174743,0.065150704
24,0.45,0.573081614,-2.450683946,-0.265047587,0.06307778
8,0.82,0.57305595,-1.610179499,0.029759289,0.054433015
31,0.93,0.572927165,-3.511070305,-1.033778839,0.045002949
7,0.85,0.57291408,-1.63904314,-0.011737873,0.049922331
7,0.83,0.57291408,-1.641918135,-0.011737873,0.049922331
7,0.84,0.57291408,-1.641918135,-0.011737873,0.049922331
7,0.82,0.57291408,-1.643308532,-0.011737873,0.049922331
7,0.81,0.57291408,-1.644061447,-0.011737873,0.049922331
7,0.8,0.57291408,-1.64541787,-0.011737873,0.049922331
7,0.79,0.57291408,-1.645745021,-0.011737873,0.049922331
7,0.77,0.57291408,-1.648062166,-0.011737873,0.049922331
7,0.78,0.57291408,-1.648062166,-0.011737873,0.049922331
31,0.41,0.572909807,-2.705155212,-0.382486066,0.060257658
28,0.001,0.572895186,-1.575795032,0.264167379,0.07197632
31,0.31,0.572891351,-2.890163039,-0.567413449,0.048712316
17,0.11,0.572816504,-1.577800106,0.217237777,0.070130979
20,0.62,0.572811603,-2.354258858,-0.016812694,0.072404859
7,0.93,0.572799408,-1.628523506,-0.004367748,0.050487264
7,0.68,0.572782491,-1.616414479,-0.018706531,0.04913961
7,0.34,0.572778264,-1.591801853,-0.014995079,0.048765497
7,0.33,0.572778264,-1.594197742,-0.014995079,0.048765497
7,0.32,0.572778264,-1.600061786,-0.014995079,0.048765497
28,0.1,0.572768463,-2.134363292,-0.026477422,0.065082227
12,0.16,0.572768348,-1.584805476,0.276877374,0.07468661
24,0.92,0.57262649,-3.427712275,-1.261470869,0.030163136
32,0.47,0.572551803,-3.116434367,-0.857798862,0.04428897
7,0.36,0.572503386,-1.584131336,-0.013665609,0.049023439
7,0.35,0.572503386,-1.58862117,-0.013665609,0.049023439
7,0.37,0.572475033,-1.571553344,-0.016680607,0.048600242
7,0.39,0.572475033,-1.572443543,-0.016680607,0.048600242
7,0.38,0.572475033,-1.57346989,-0.016680607,0.048600242
32,0.29,0.572452659,-3.069832111,-0.740044079,0.047140763
28,0.008,0.572360762,-1.614543571,0.197470852,0.069073972
40,0.28,0.572354224,-3.062453873,-0.869662677,0.038161665
31,0.87,0.572342043,-3.595588987,-1.062177912,0.044010949
7,0.001,0.572302709,-1.605373474,-0.049982762,0.048453279
7,0.003,0.572302709,-1.605373474,-0.049982762,0.048453279
7,0.006,0.572302709,-1.60569681,-0.049982762,0.048453279
7,0.004,0.572302709,-1.605859542,-0.049982762,0.048453279
7,0.005,0.572302709,-1.605859542,-0.049982762,0.048453279
7,0.007,0.572302709,-1.606043277,-0.049982762,0.048453279
7,0.008,0.572302709,-1.606043277,-0.049982762,0.048453279
7,0.009,0.572302709,-1.606043277,-0.049982762,0.048453279
7,0.002,0.572302709,-1.606513415,-0.049982762,0.048453279
19,0.001,0.572300189,-1.543649576,0.221021346,0.068576057
32,0.25,0.572269404,-2.887980277,-0.613689643,0.049876464
31,0.23,0.572265397,-2.543151987,-0.535309419,0.048855821
19,0.22,0.572236426,-1.624446751,0.205387349,0.076477534
7,0.17,0.571977018,-1.614084165,-0.063880225,0.047063743
17,0.18,0.571941954,-1.571373302,0.175700723,0.06766034
8,0.83,0.571916868,-1.626901322,0.026997578,0.054026828
8,0.84,0.571916868,-1.627220928,0.026997578,0.054026828
24,0.42,0.571909932,-2.451199177,-0.275765911,0.061192448
24,0.43,0.571842896,-2.415517131,-0.240696116,0.061955298
22,0.12,0.571841898,-2.349130563,-0.202085289,0.057997111
31,0.88,0.571821194,-3.560996672,-1.016438802,0.04601912
31,0.35,0.571773081,-2.920617219,-0.55291772,0.0501899
8,0.9,0.571712773,-1.61586635,0.023983577,0.053708995
8,0.94,0.571712773,-1.617108848,0.023983577,0.053708995
8,0.88,0.571712773,-1.61718888,0.023983577,0.053708995
8,0.89,0.571712773,-1.617670646,0.023983577,0.053708995
7,0.18,0.571672847,-1.620750101,-0.066426953,0.046485526
7,0.19,0.571672847,-1.622260798,-0.066426953,0.046485526
32,0.66,0.571659303,-3.156296208,-0.74752647,0.054984883
8,0.72,0.571642276,-1.632447387,0.034348185,0.054910152
8,0.73,0.571642276,-1.632646721,0.034348185,0.054910152
8,0.68,0.571642276,-1.633687621,0.034348185,0.054910152
8,0.66,0.571642276,-1.636595261,0.034348185,0.054910152
8,0.67,0.571642276,-1.637334572,0.034348185,0.054910152
3,0.12,0.571581924,-2.002426497,-0.991523352,-0.000129181
3,0.11,0.571581924,-2.002747662,-0.991523352,-0.000129181
3,0.13,0.571581924,-2.006176169,-0.991523352,-0.000129181
3,0.14,0.571581924,-2.006176169,-0.991523352,-0.000129181
3,0.16,0.571581924,-2.006374612,-0.991523352,-0.000129181
3,0.15,0.571581924,-2.006604753,-0.991523352,-0.000129181
