Number_of_topics,Beta,c_v,u_mass,c_uci,c_npmi
60,0.9,0.457825164,-5.701072993,-3.934301057,-0.105641873
100,1,0.454487643,-8.689932206,-3.977085819,-0.10564692
110,0.5,0.443800451,-5.805781043,-3.925733908,-0.105736322
95,1,0.4730776,-8.982756733,-3.974930537,-0.105736852
125,1,0.447926541,-9.954889634,-3.899923534,-0.106045565
185,0.01,0.38514744,-4.00316548,-3.65127066,-0.106620618
68,1,0.464859068,-6.509294867,-4.014613653,-0.106622856
75,1,0.464547375,-7.543251953,-4.021147846,-0.10677913
100,0.5,0.431913252,-5.56276085,-3.942346343,-0.107096476
140,1,0.441232993,-10.24882241,-3.904159168,-0.107277108
90,1,0.454938547,-8.33098125,-3.956211235,-0.107607265
90,1,0.454938547,-8.33098125,-3.956211235,-0.107607265
220,1,0.420037194,-10.9697985,-3.769812506,-0.107943188
150,0.1,0.38846894,-4.216339515,-3.711170741,-0.108050929
195,0.001,0.388797438,-4.062479256,-3.714511105,-0.108135786
185,1,0.423557717,-11.01547092,-3.769956512,-0.108176851
170,0.05,0.381862789,-4.021254043,-3.684975618,-0.108508706
205,1,0.430926907,-10.61808919,-3.759211281,-0.108748731
195,0.005,0.387910272,-4.051923763,-3.70961061,-0.10876145
175,0.05,0.386365475,-4.127466147,-3.710451003,-0.108915769
165,0.05,0.384754543,-3.989860978,-3.709546987,-0.109375995
190,1,0.429705845,-10.89724623,-3.890385839,-0.109413278
200,1,0.417181844,-10.91901883,-3.824325939,-0.109537184
180,0.05,0.38411658,-4.088343716,-3.7496564,-0.109796771
160,0.1,0.389271942,-4.41410724,-3.790397293,-0.109918479
160,0.1,0.389271942,-4.41410724,-3.790397293,-0.109918479
195,1,0.424466907,-11.0933159,-3.846342656,-0.110497397
195,0.01,0.385383744,-4.108919949,-3.758644609,-0.110512687
205,0.001,0.394964325,-4.228162027,-3.766670796,-0.110951732
155,0.1,0.390199552,-4.437560968,-3.815562543,-0.110964286
155,0.1,0.390199552,-4.437560968,-3.815562543,-0.110964286
155,0.1,0.390199552,-4.437560968,-3.815562543,-0.110964286
150,1,0.439621834,-10.17618228,-4.013812159,-0.111197321
160,1,0.435729971,-10.57945658,-3.939021697,-0.111291551
170,1,0.421738777,-10.40212178,-3.884066663,-0.111353464
200,0.001,0.3838831,-4.104542374,-3.774775037,-0.11160324
190,0.01,0.388501184,-4.197091035,-3.783407975,-0.111697403
155,1,0.439854847,-10.4783357,-3.96637578,-0.111847715
155,1,0.439854847,-10.4783357,-3.96637578,-0.111847715
155,1,0.439854847,-10.4783357,-3.96637578,-0.111847715
205,0.005,0.393691297,-4.243948725,-3.789406195,-0.111855869
165,1,0.435186872,-10.48686336,-3.989555178,-0.111954194
190,0.005,0.38898404,-4.191058916,-3.793162029,-0.112142414
200,0.005,0.386980472,-4.174562944,-3.798810393,-0.112325027
135,1,0.444921601,-10.12984263,-4.019271932,-0.112519803
190,0.001,0.385008805,-4.154245291,-3.789459223,-0.112590724
185,0.05,0.386576322,-4.18740022,-3.809498446,-0.11278971
205,0.01,0.393146943,-4.263706903,-3.814108217,-0.112882862
200,0.01,0.389799213,-4.224489902,-3.820286522,-0.113098459
95,0.5,0.438778898,-5.6101338,-4.100102306,-0.113797485
215,1,0.41530693,-11.37107656,-3.897891242,-0.114349781
195,0.05,0.388105374,-4.335543981,-3.903101877,-0.116003215
105,0.5,0.43670192,-6.199332545,-4.137484557,-0.116065494
200,0.05,0.390346831,-4.374193241,-3.912504632,-0.116549895
205,0.05,0.391753505,-4.374022533,-3.949379111,-0.117512578
230,0.001,0.379314997,-4.353237836,-3.9097413,-0.118144735
210,0.005,0.380317455,-4.308244398,-3.919814915,-0.118541979
230,0.005,0.380507749,-4.406961037,-3.919520006,-0.118700613
220,0.001,0.395693477,-4.390120886,-3.963388411,-0.118993914
175,0.1,0.390848006,-4.868641584,-4.007356239,-0.119369368
220,0.005,0.39385902,-4.384730979,-3.975759811,-0.11943861
180,0.1,0.391593335,-4.844297029,-4.021438051,-0.119628171
210,0.01,0.382849888,-4.40772417,-3.958997906,-0.120041672
190,0.05,0.380195362,-4.34659744,-3.97555531,-0.120103015
120,0.5,0.439744574,-6.610602273,-4.279632955,-0.120326903
165,0.1,0.390217334,-4.569541476,-4.045229107,-0.120978445
210,0.001,0.382914647,-4.34509376,-4.001996823,-0.121145104
185,0.1,0.386407871,-4.77603945,-4.060599743,-0.121390635
240,0.005,0.394474822,-4.528292817,-4.006487426,-0.121585644
235,0.001,0.392660685,-4.646504709,-4.033188391,-0.122349211
115,0.5,0.439979462,-6.457367767,-4.266075888,-0.12237847
230,0.01,0.3806259,-4.456386674,-4.021434524,-0.12289041
170,0.1,0.393893585,-4.767015527,-4.10075545,-0.123086768
220,0.01,0.396747014,-4.483536793,-4.078866756,-0.123194865
235,0.005,0.392494268,-4.58721938,-4.045927544,-0.123282788
210,0.05,0.381001603,-4.514134174,-4.064996828,-0.123549408
240,0.001,0.39428435,-4.582740268,-4.063520683,-0.123613942
215,0.001,0.385262786,-4.538058935,-4.079505746,-0.124146079
235,0.01,0.389926781,-4.645462402,-4.066311999,-0.124313827
220,0.05,0.395954105,-4.62680013,-4.129153542,-0.124447214
215,0.005,0.385220428,-4.494637821,-4.10421647,-0.125088615
145,0.5,0.444243034,-7.632728043,-4.361577037,-0.125737664
135,0.5,0.437422739,-7.111511047,-4.347447574,-0.125970151
230,0.05,0.385852843,-4.654171165,-4.139402021,-0.126195615
215,0.01,0.382274752,-4.539143796,-4.126078051,-0.126345115
240,0.01,0.398449677,-4.653552032,-4.144919403,-0.126388706
125,0.5,0.450837057,-6.913647353,-4.381205023,-0.126663025
205,0.1,0.406560725,-5.335161035,-4.250233739,-0.126877414
225,0.001,0.38142306,-4.55093576,-4.160190943,-0.127332552
225,0.005,0.383879731,-4.57510774,-4.176876145,-0.128143506
130,0.5,0.451099452,-7.262420798,-4.392824316,-0.128158718
170,0.5,0.447054072,-8.441242186,-4.384121294,-0.128560478
240,0.05,0.402160363,-4.885266972,-4.222576079,-0.128869838
190,0.1,0.392854359,-5.039582801,-4.301791066,-0.130239118
225,0.01,0.386150171,-4.67977266,-4.249726827,-0.130705616
225,0.05,0.391522491,-4.804181552,-4.300248799,-0.132032926
235,0.05,0.387220371,-4.806629971,-4.258198407,-0.133051915
175,0.5,0.4415083,-8.449258877,-4.505813744,-0.133236213
195,0.5,0.448663264,-8.810273576,-4.505743314,-0.133237447
225,0.5,0.440249172,-9.476353533,-4.465187177,-0.133463041
235,0.5,0.439377999,-9.699638196,-4.388746585,-0.133675072
155,0.5,0.448185247,-7.725213495,-4.561919181,-0.133900125
155,0.5,0.448185247,-7.725213495,-4.561919181,-0.133900125
155,0.5,0.448185247,-7.725213495,-4.561919181,-0.133900125
220,0.1,0.397165252,-5.403394516,-4.411521062,-0.134183223
195,0.1,0.397335749,-5.22379363,-4.401185927,-0.134265527
140,0.5,0.442632663,-7.577122369,-4.577708388,-0.134706446
200,0.1,0.393315666,-5.422051976,-4.379738536,-0.134770887
165,0.5,0.452342584,-8.182959028,-4.599645158,-0.134949191
220,0.5,0.446036944,-9.221451516,-4.484114229,-0.135401471
215,0.05,0.384793397,-4.778462605,-4.352516264,-0.135704985
180,0.5,0.4466226,-8.687159179,-4.556012386,-0.136756393
230,0.5,0.442340387,-9.839270728,-4.507059524,-0.137364898
240,0.5,0.439753918,-9.871317525,-4.54038034,-0.13758685
200,0.5,0.431831498,-8.98913199,-4.568802413,-0.139022967
210,0.1,0.392469847,-5.612784245,-4.502824319,-0.139036157
230,0.1,0.400620192,-5.822947991,-4.521325337,-0.139461644
160,0.5,0.449392849,-7.961503039,-4.696634774,-0.139578561
160,0.5,0.449392849,-7.961503039,-4.696634774,-0.139578561
205,0.5,0.441132187,-9.126615557,-4.604027595,-0.139635016
190,0.5,0.447120493,-8.877173771,-4.68488679,-0.141560959
185,0.5,0.443637732,-9.034792149,-4.68051653,-0.141627744
235,0.1,0.399427917,-5.813189669,-4.57733014,-0.142278003
150,0.5,0.443682458,-7.803464566,-4.792091266,-0.143806718
225,0.1,0.400969008,-5.77447921,-4.63868995,-0.144006087
215,0.5,0.450553917,-9.472118163,-4.745563246,-0.144587181
215,0.1,0.394451187,-5.699043422,-4.626860604,-0.144860131
210,0.5,0.440193623,-9.413973586,-4.7336414,-0.144903947
240,0.1,0.41519048,-6.074648094,-4.682677594,-0.145059566
