Number_of_topics,Beta,c_v,u_mass,c_uci,c_npmi
69,152,0.70999042,-3.988757847,2.561043599,0.254370822
69,153,0.71276495,-3.917461168,2.596081103,0.25616343
69,154,0.710700507,-3.924859281,2.581547064,0.255579804
69,155,0.709449451,-3.912841833,2.579770965,0.255220881
69,156,0.704895942,-3.986058016,2.524879814,0.252354168
69,157,0.70515981,-3.984624136,2.487884458,0.250588777
69,158,0.705193236,-3.978727304,2.509582573,0.251742806
69,159,0.699666957,-4.040393377,2.421665868,0.246918584
69,160,0.698831547,-4.020139497,2.397745727,0.245804177
69,161,0.686781728,-4.115882796,2.26274115,0.237789731
69,162,0.684823064,-4.015875388,2.264115467,0.236944791
69,163,0.680220241,-4.073161555,2.229274908,0.234356504
69,164,0.677520137,-4.091187,2.202341859,0.232835615
69,165,0.683688758,-4.02455296,2.241758604,0.234951224
69,166,0.678317763,-4.047192429,2.177033764,0.232988868
69,167,0.676083928,-4.000989788,2.164431815,0.230751104
69,168,0.678210937,-3.950312214,2.2006754,0.232278802
69,169,0.680183495,-3.92045814,2.220459169,0.233225624
69,170,0.679161148,-3.913308229,2.216726715,0.232924429
69,171,0.680669083,-3.909298823,2.217132522,0.233116236
69,172,0.6760095,-3.948197724,2.179364541,0.231400352
69,173,0.67364171,-3.991740125,2.148322677,0.230537815
69,174,0.668744407,-4.05016706,2.128747931,0.229480468
69,175,0.673393009,-4.006561015,2.191575631,0.233389776
69,176,0.68432097,-3.812239443,2.305057058,0.239763169
69,177,0.687414866,-3.716686463,2.345585256,0.241776132
69,178,0.689755171,-3.638612998,2.377663791,0.243298797
69,179,0.692436656,-3.566451505,2.425428971,0.245626653
69,180,0.692652302,-3.572243093,2.467701838,0.247999339
69,181,0.705443859,-3.398183708,2.614211395,0.256746027
69,182,0.707065425,-3.353947562,2.637883832,0.25789855
69,183,0.710842754,-3.323360981,2.670440069,0.259331917
69,184,0.70070873,-3.368574535,2.563959807,0.251890563
69,185,0.702896247,-3.302652833,2.612784,0.254372145
69,186,0.709604443,-3.215516209,2.682889683,0.258330815
69,187,0.711832907,-3.183041811,2.760947101,0.263553596
69,188,0.716729754,-3.170569134,2.811072522,0.266788971
69,189,0.716539464,-3.177950742,2.811317613,0.266957616
69,190,0.715030191,-3.174768023,2.786399328,0.26543903
69,191,0.725501623,-3.010698359,2.905883747,0.272034221
69,192,0.727943388,-2.938578271,2.938476518,0.27356131
69,193,0.729847075,-2.884206938,2.972915511,0.275060161
69,194,0.7295601,-2.888869999,2.987005541,0.275473758
69,195,0.723849958,-2.983394885,2.92791038,0.27218821
69,196,0.722811873,-3.018222231,2.933729125,0.272202035
69,197,0.725551685,-3.019838209,2.937777647,0.273097128
69,198,0.719750948,-3.067159734,2.849456267,0.268178601
69,199,0.716589403,-2.989521993,2.846615576,0.266119857
170,70,0.552141947,-2.994120848,0.872658308,0.131570652
170,75,0.548884933,-3.01792525,0.989014414,0.136075822
170,80,0.545651198,-2.939258455,1.000978593,0.136005296
170,85,0.557511308,-2.821647437,1.065742551,0.137788453
170,90,0.540295018,-2.820239672,0.991821032,0.131071282
170,95,0.547793915,-2.813687288,1.104755396,0.138485938
170,100,0.625925847,-2.806214505,1.92648382,0.195656182
170,101,0.632713322,-2.821869807,2.009918412,0.201996881
170,102,0.6398706,-2.802285783,2.103087085,0.207970406
170,103,0.632703726,-2.865637674,2.01753273,0.203982593
170,104,0.640027945,-2.920394934,2.075254799,0.208658366
170,105,0.68257255,-2.868235262,2.494977957,0.239287759
170,106,0.687656749,-2.857120368,2.563909648,0.24410591
170,107,0.689134065,-2.878767549,2.594505118,0.246156206
170,108,0.711528125,-2.808453252,2.842857454,0.262354386
170,109,0.742007703,-2.736134309,3.153800449,0.283918843
170,110,0.739632673,-2.724330483,3.135970935,0.282785271
170,111,0.73901775,-2.68608802,3.125472858,0.280979114
170,112,0.737826815,-2.671704016,3.142510952,0.281282448
170,113,0.737616547,-2.681854934,3.143879918,0.281215294
170,114,0.728638266,-2.653949019,3.048790333,0.274888065
170,115,0.727568203,-2.663965035,3.043993729,0.274101273
170,116,0.722481621,-2.710882323,2.957574332,0.269369027
170,117,0.717753893,-2.707762952,2.894880764,0.265249912
170,118,0.716516428,-2.703392115,2.880096433,0.264554957
170,119,0.710812773,-2.729736302,2.832797151,0.261536325
170,120,0.704449512,-2.73720452,2.790877074,0.258674284
170,121,0.700082236,-2.778682193,2.732879784,0.254928767
170,122,0.696242995,-2.810837715,2.715786961,0.253932775
170,123,0.699172952,-2.786355415,2.74698856,0.255582624
170,124,0.696138181,-2.768258314,2.719221863,0.253733862
170,125,0.696897831,-2.712638693,2.736570339,0.25410806
170,126,0.697328981,-2.669927881,2.745789812,0.254616687
170,127,0.693881099,-2.682802295,2.705431212,0.251423471
170,128,0.693039658,-2.685006435,2.705108863,0.251331058
170,129,0.688415846,-2.67618151,2.663234567,0.248298441
170,130,0.686742469,-2.662827905,2.65918223,0.247734024
170,131,0.68529195,-2.644310545,2.636142158,0.245969608
170,132,0.679007045,-2.675992629,2.574832479,0.241753892
170,133,0.673170577,-2.676619134,2.50942367,0.237038617
170,134,0.671378224,-2.693810702,2.488337417,0.235668158
170,135,0.669090375,-2.668967466,2.488986395,0.235422886
170,136,0.670162634,-2.607560092,2.515514223,0.235539743
170,137,0.669031649,-2.574535183,2.498562928,0.23391186
170,138,0.666637296,-2.536598872,2.487040337,0.232000245
170,139,0.665195769,-2.544540443,2.462383743,0.230306394
170,140,0.665470874,-2.514277175,2.466606853,0.23070737
170,141,0.666797866,-2.494701244,2.485426194,0.231740318
170,142,0.666238301,-2.498015292,2.476780421,0.231362459
170,143,0.661153034,-2.502476575,2.426921551,0.228111336
170,144,0.659304697,-2.514730226,2.396814599,0.225763639
170,145,0.650489905,-2.587394107,2.316796452,0.220658183
170,146,0.648901137,-2.575227833,2.300416975,0.219382797
170,147,0.646999824,-2.555334595,2.30321107,0.218840882
170,148,0.64742365,-2.547390478,2.334543232,0.220683412
170,149,0.645775544,-2.558109946,2.312313739,0.219533237
170,150,0.646488874,-2.541684295,2.308507231,0.219301285
170,151,0.648536978,-2.494357642,2.316170617,0.219788758
170,152,0.645467371,-2.504990806,2.274826774,0.216834914
170,153,0.639677872,-2.491138187,2.241762897,0.21452755
170,154,0.635667769,-2.534039795,2.200600449,0.212352627
170,155,0.631166066,-2.507602057,2.1829178,0.209824446
170,156,0.631269429,-2.489155207,2.184616258,0.209732217
170,157,0.627386864,-2.536788118,2.147050388,0.207542947
170,158,0.632125665,-2.48287982,2.199648175,0.210546616
170,159,0.629572886,-2.480451863,2.152926951,0.207813915
170,160,0.624900173,-2.492225547,2.096871602,0.204238783
170,161,0.617007801,-2.499619881,2.037807459,0.199448713
170,162,0.61552825,-2.513805823,2.015478665,0.198240842
170,163,0.610698502,-2.535977868,1.959785693,0.194798464
170,164,0.608304363,-2.506893352,1.924224306,0.192356012
170,165,0.599673884,-2.522906549,1.835923747,0.186455351
170,166,0.595923175,-2.523733352,1.785013293,0.183593322
170,167,0.593646521,-2.50596757,1.766213374,0.181382229
170,168,0.590820934,-2.516786706,1.720037746,0.178422993
170,169,0.589232708,-2.509515409,1.690098735,0.176518264
170,170,0.587323485,-2.510755214,1.673466779,0.175397214
170,171,0.584877998,-2.552135615,1.656378219,0.174308892
170,172,0.581919563,-2.543904342,1.620228388,0.17202492
170,173,0.575589174,-2.584112982,1.568209087,0.168989686
170,174,0.577369337,-2.543523547,1.556442472,0.168107746
170,175,0.568607971,-2.461357506,1.510470499,0.162474066
170,176,0.5624259,-2.451591061,1.447183663,0.157194433
170,177,0.554720311,-2.441836001,1.361522231,0.151173659
170,178,0.540798573,-2.443093847,1.258345919,0.14251531
170,179,0.542092017,-2.432744262,1.248165042,0.141886602
170,180,0.540214693,-2.422802802,1.234436189,0.141087715
170,181,0.540653522,-2.423095255,1.233838902,0.141032218
170,182,0.537981547,-2.409042992,1.203868686,0.13910339
170,183,0.528281801,-2.422611521,1.084105914,0.131213248
170,184,0.522764853,-2.403981925,1.079814832,0.129259377
170,185,0.51907936,-2.431734377,1.020621683,0.125918566
170,186,0.515456853,-2.394977101,1.008337065,0.123584553
170,187,0.511588855,-2.434618324,0.957756501,0.120629194
170,188,0.506801064,-2.440739331,0.930886061,0.118255514
170,189,0.506912902,-2.45876493,0.917821464,0.117615073
170,190,0.501367133,-2.484935372,0.852146756,0.113232382
170,191,0.493910257,-2.478818547,0.766836366,0.107658044
170,192,0.489921702,-2.471747636,0.699681567,0.103180596
170,193,0.480431513,-2.503953191,0.605799249,0.096570603
170,194,0.460623772,-2.491973085,0.417491781,0.082160732
170,195,0.458600384,-2.503490458,0.406132947,0.081124417
170,196,0.45890198,-2.502593519,0.40283041,0.080959517
170,197,0.45418576,-2.485268098,0.35281998,0.077167594
170,198,0.44513776,-2.499385785,0.272718789,0.071576209
170,199,0.43711762,-2.500749778,0.178122555,0.064733766
175,70,0.577780656,-3.025982941,1.195884769,0.149862057
175,75,0.581810101,-2.902627752,1.404995022,0.160352939
175,80,0.570038569,-2.741461888,1.325485341,0.153112896
175,85,0.570175209,-2.743391326,1.390356569,0.155056115
175,90,0.570618276,-2.686174611,1.478182468,0.156632814
175,95,0.573868777,-2.666961466,1.540707052,0.158830723
175,100,0.668920234,-2.747854876,2.474714986,0.229963324
175,101,0.714416404,-2.592153384,3.011960307,0.264931414
175,102,0.716545899,-2.606928625,3.019914802,0.265749615
175,103,0.718121754,-2.630338201,3.034784023,0.267307352
175,104,0.725882631,-2.816923979,3.064643819,0.27198673
175,105,0.724199326,-2.856297011,3.042237286,0.271100198
175,106,0.724003561,-2.847235768,3.033441349,0.270172489
175,107,0.718900593,-2.869586216,2.992361531,0.267822748
175,108,0.717318199,-2.854690123,2.957122861,0.265734427
175,109,0.713111621,-2.853206909,2.915004231,0.262665328
175,110,0.710875111,-2.859749408,2.905855198,0.262058808
175,111,0.702841298,-2.893051469,2.833589069,0.257671006
175,112,0.70006971,-2.828651692,2.85813362,0.257058156
175,113,0.701354106,-2.821269531,2.866706297,0.257424661
175,114,0.706672979,-2.892116328,2.870817703,0.260225419
175,115,0.705783,-2.888155578,2.858681427,0.259316381
175,116,0.706433582,-2.843996508,2.869037558,0.259578593
175,117,0.705356652,-2.833933698,2.858654975,0.258753879
175,118,0.705169663,-2.829807738,2.846112752,0.258088685
175,119,0.705229086,-2.813222459,2.848842729,0.258157401
175,120,0.704918089,-2.805187118,2.853601729,0.258318341
175,121,0.7033785,-2.794959283,2.842028693,0.257734895
175,122,0.701945841,-2.815823251,2.814373955,0.256268251
175,123,0.694953133,-2.82184748,2.749557187,0.251532314
175,124,0.697305485,-2.787383429,2.760936846,0.251962668
175,125,0.697854675,-2.743926974,2.775748335,0.252541598
175,126,0.699385697,-2.719115867,2.787243531,0.253130824
175,127,0.69963709,-2.715091422,2.804065558,0.254067808
175,128,0.695114415,-2.786938233,2.751438421,0.251289512
175,129,0.691192591,-2.767924474,2.719633089,0.248969236
175,130,0.693276209,-2.732979747,2.732179201,0.249965169
175,131,0.692407019,-2.706454253,2.729231404,0.249327972
175,132,0.692288296,-2.70374337,2.710614038,0.247789518
175,133,0.692882191,-2.646072881,2.700570354,0.246848667
175,134,0.685526582,-2.644415513,2.630404599,0.242206456
175,135,0.682522805,-2.567572647,2.637970822,0.240869672
175,136,0.684005576,-2.502370015,2.654292091,0.241273046
175,137,0.679900906,-2.494263456,2.618126877,0.238648628
175,138,0.680193551,-2.47138564,2.618646401,0.238469091
175,139,0.678738159,-2.490647573,2.598394543,0.237360752
175,140,0.673689437,-2.523975624,2.544419312,0.234211783
175,141,0.673902636,-2.533140205,2.543770497,0.234173995
175,142,0.675621076,-2.491326062,2.563357798,0.235341218
175,143,0.673018597,-2.535616405,2.536845603,0.233883873
175,144,0.670805978,-2.513212034,2.522473907,0.232605523
175,145,0.668512376,-2.526959856,2.482333237,0.230171901
175,146,0.669123563,-2.534121552,2.486613898,0.230437362
175,147,0.667779484,-2.536894213,2.476254786,0.229593981
175,148,0.670893551,-2.586074809,2.463720674,0.230130294
175,149,0.67292577,-2.546520659,2.49375046,0.232065041
175,150,0.669724111,-2.594400236,2.440508875,0.229418751
175,151,0.665855619,-2.603383918,2.397153111,0.226463824
175,152,0.664079304,-2.591340544,2.387953897,0.225750253
175,153,0.662249552,-2.56342785,2.373416478,0.224089519
175,154,0.660939973,-2.57985403,2.36977723,0.223715536
175,155,0.654020886,-2.619397254,2.295716365,0.218947211
175,156,0.651676973,-2.596839948,2.295434908,0.218685601
175,157,0.650356068,-2.557796779,2.256977781,0.216396356
175,158,0.649566682,-2.557885172,2.256700679,0.215900917
175,159,0.644962174,-2.573162767,2.186884591,0.211185665
175,160,0.643222056,-2.583958545,2.162069905,0.209487851
175,161,0.647472918,-2.521107877,2.184753887,0.210648888
175,162,0.646170261,-2.475499978,2.182004538,0.209648222
175,163,0.640318306,-2.513852166,2.117158566,0.20557095
175,164,0.638979124,-2.489453431,2.108694579,0.204764034
175,165,0.635595684,-2.470774185,2.06189765,0.201872867
175,166,0.631403521,-2.509550258,2.010628178,0.198824424
175,167,0.616551317,-2.504209611,1.891263165,0.189902111
175,168,0.615087702,-2.486454066,1.901022729,0.189345981
175,169,0.609699211,-2.553916753,1.828617207,0.185292225
175,170,0.603864162,-2.530791332,1.792311148,0.18169683
175,171,0.593841396,-2.554054682,1.690234503,0.174417841
175,172,0.595095232,-2.522195659,1.710105832,0.17501062
175,173,0.593735779,-2.495150175,1.694737893,0.173614035
175,174,0.592244052,-2.455874961,1.673745732,0.172151982
175,175,0.588909181,-2.428038736,1.655257824,0.169636043
175,176,0.585594722,-2.437208421,1.650089324,0.168941038
175,177,0.587642739,-2.433134112,1.661887013,0.169682826
175,178,0.589229745,-2.440872243,1.682681473,0.171022253
175,179,0.582385432,-2.445060606,1.630195316,0.167209765
175,180,0.582934798,-2.43946356,1.629681925,0.1671391
175,181,0.566829084,-2.481068813,1.474204199,0.156140395
175,182,0.564580289,-2.481268933,1.450906749,0.154905573
175,183,0.559500142,-2.484868728,1.379879252,0.150317551
175,184,0.554981784,-2.487798609,1.311576728,0.145922928
175,185,0.553736725,-2.445596227,1.299680962,0.144543054
175,186,0.545934966,-2.418712353,1.201302113,0.138013689
175,187,0.540382794,-2.401885069,1.169341192,0.1350156
175,188,0.532738845,-2.423372326,1.086005988,0.130005877
175,189,0.530555137,-2.392469525,1.091264677,0.128688568
175,190,0.528949666,-2.400032002,1.061784476,0.127000979
175,191,0.510128788,-2.407440353,0.880679947,0.114083859
175,192,0.498509226,-2.411176855,0.801328448,0.107671338
175,193,0.494146822,-2.384394597,0.775427482,0.104668638
175,194,0.492123475,-2.345983936,0.772830225,0.103774537
175,195,0.486940924,-2.340677828,0.72096132,0.099979638
175,196,0.482505204,-2.344256029,0.682706045,0.097319907
175,197,0.480262174,-2.385211345,0.646156931,0.095386772
175,198,0.480606715,-2.38019441,0.647196286,0.095370526
175,199,0.473100696,-2.379182124,0.581689843,0.090057654
180,70,0.541474942,-2.887199827,0.692468588,0.118511075
180,75,0.548778254,-2.731406796,0.861835059,0.125536374
180,80,0.552026567,-2.630421495,0.977382629,0.130260996
180,85,0.568151273,-2.575264154,1.165957364,0.140389431
180,90,0.58280857,-2.579790894,1.365151773,0.152369709
180,95,0.595393521,-2.757633168,1.657099467,0.168726771
180,100,0.679003922,-2.895052139,2.306932422,0.2215596
180,101,0.715179877,-2.993917519,2.710499724,0.254039755
180,102,0.708645818,-3.005476813,2.638813664,0.249815007
180,103,0.707310248,-2.955227795,2.646070553,0.249900135
180,104,0.706636371,-2.915783284,2.661429339,0.249793978
180,105,0.702703454,-2.944366629,2.631043395,0.247788655
180,106,0.700354837,-2.931613912,2.614558998,0.246846731
180,107,0.69866295,-2.914088376,2.607782223,0.246053808
180,108,0.695902721,-2.921842389,2.604816388,0.245351936
180,109,0.694541005,-2.921801032,2.589243217,0.244199391
180,110,0.694384417,-2.911148072,2.583184886,0.243866419
180,111,0.694422037,-2.890789689,2.578775606,0.243327488
180,112,0.689740535,-2.934577825,2.528940183,0.240908672
180,113,0.688377454,-2.881861178,2.534843867,0.240207346
180,114,0.695480112,-2.879400234,2.585122489,0.245002745
180,115,0.692021228,-2.878956443,2.565797449,0.243172076
180,116,0.688152422,-2.886390948,2.523238024,0.24093153
180,117,0.69132813,-2.868480807,2.553471775,0.242733199
180,118,0.689062296,-2.844062162,2.526415385,0.241153913
180,119,0.686803277,-2.808329639,2.536644862,0.241046648
180,120,0.68690941,-2.808954274,2.523891494,0.239815429
180,121,0.69167144,-2.69905289,2.576852208,0.242224806
180,122,0.689624705,-2.686862724,2.551230893,0.240611076
180,123,0.687217305,-2.705409047,2.515710435,0.238182775
180,124,0.682923385,-2.701916622,2.471579321,0.235290645
180,125,0.678676262,-2.66814998,2.453058752,0.232982677
180,126,0.677988529,-2.657002535,2.458432895,0.233035115
180,127,0.675805127,-2.670985404,2.421420001,0.230836832
180,128,0.671727025,-2.686368497,2.387257403,0.228666345
180,129,0.670114597,-2.647230665,2.404036378,0.228644192
180,130,0.669016646,-2.648183476,2.393151735,0.227953954
180,131,0.667991151,-2.656219063,2.391732144,0.227421348
180,132,0.6636408,-2.655218772,2.38111724,0.226045683
180,133,0.664630977,-2.642402865,2.401288189,0.227020233
180,134,0.663688723,-2.660003991,2.388924392,0.226447505
180,135,0.66036967,-2.682884221,2.35466143,0.225018492
180,136,0.658225205,-2.700642734,2.339151556,0.224024496
180,137,0.656805731,-2.711574275,2.321556524,0.222946042
180,138,0.65703495,-2.707325231,2.326655934,0.223274535
180,139,0.657456564,-2.705575287,2.32571691,0.223051459
180,140,0.656836797,-2.691399323,2.319526361,0.222559415
180,141,0.655771529,-2.665011718,2.308603113,0.221443464
180,142,0.653340229,-2.688500152,2.280231445,0.220015668
180,143,0.651359175,-2.726099138,2.260647544,0.218585744
180,144,0.663211094,-2.737398707,2.339619581,0.224938361
180,145,0.660540136,-2.71995361,2.310685951,0.22238639
180,146,0.654362302,-2.715774112,2.261875249,0.218539347
180,147,0.653729327,-2.698654648,2.256260477,0.218000205
180,148,0.65059609,-2.701135042,2.216891285,0.215658704
180,149,0.646256749,-2.68236423,2.182038529,0.21271102
180,150,0.646325627,-2.665489339,2.184767979,0.212441584
180,151,0.635145247,-2.696354291,2.087170378,0.206135985
180,152,0.628080164,-2.74672178,2.033652807,0.202594104
180,153,0.631501839,-2.69555252,2.063597426,0.204043057
180,154,0.629467004,-2.699205166,2.037035948,0.202493437
180,155,0.627842298,-2.7125521,2.020844807,0.20146429
180,156,0.631158946,-2.681065555,2.051417079,0.202996834
180,157,0.629497034,-2.609539636,2.028169693,0.200830617
180,158,0.631471668,-2.579748734,2.051803568,0.201922243
180,159,0.62989992,-2.545364927,2.035499296,0.199925277
180,160,0.624368468,-2.573606077,1.964522719,0.195191463
180,161,0.616352521,-2.608705132,1.871688311,0.189539715
180,162,0.610915678,-2.593357853,1.818608473,0.185356078
180,163,0.609081135,-2.558788879,1.801195373,0.183852296
180,164,0.602535328,-2.570959847,1.738821672,0.179061037
180,165,0.602187915,-2.553705237,1.751407446,0.178526912
180,166,0.603218946,-2.526025674,1.764771239,0.179077648
180,167,0.598025482,-2.52254697,1.721678771,0.175590905
180,168,0.590870319,-2.555163165,1.648057978,0.170800354
180,169,0.587314387,-2.512979212,1.624338906,0.167996806
180,170,0.585872303,-2.50605008,1.616701269,0.167225452
180,171,0.577758247,-2.55870372,1.521898127,0.161353643
180,172,0.570548014,-2.515405124,1.415402218,0.154797296
180,173,0.565762947,-2.537140757,1.361842835,0.151358203
180,174,0.560376137,-2.497679011,1.284691299,0.146457571
180,175,0.554362452,-2.50622602,1.213267804,0.141280757
180,176,0.545789215,-2.505362453,1.151919213,0.136569579
180,177,0.543400547,-2.488283552,1.107132955,0.134060612
180,178,0.534977066,-2.473456139,1.05290716,0.129197519
180,179,0.53505512,-2.458249781,1.058303359,0.129113649
180,180,0.533108233,-2.403018371,1.073435697,0.128076048
180,181,0.5336696,-2.398590089,1.066671666,0.127699704
180,182,0.530162409,-2.414455156,1.053857379,0.126309714
180,183,0.527821272,-2.428616953,1.021583958,0.124420472
180,184,0.528578027,-2.427398363,1.03453056,0.125012749
180,185,0.523782947,-2.466697839,0.996854434,0.122935273
180,186,0.515366325,-2.515229339,0.899901506,0.117433707
180,187,0.510687548,-2.511602738,0.8690074,0.114586744
180,188,0.508565169,-2.439989562,0.869734004,0.113343964
180,189,0.506276567,-2.401593637,0.847185183,0.111558637
180,190,0.498762375,-2.395743846,0.77438899,0.106593586
180,191,0.502578335,-2.37112327,0.816847168,0.108462329
180,192,0.501947322,-2.356045944,0.80823481,0.107880621
180,193,0.494565286,-2.382306653,0.725807781,0.102470633
180,194,0.483997428,-2.367106884,0.672718212,0.096742131
180,195,0.477513409,-2.386314299,0.603326715,0.091545906
180,196,0.468450932,-2.399006435,0.519954426,0.085443006
180,197,0.462736541,-2.42322407,0.443776871,0.080677114
180,198,0.458410044,-2.430022173,0.414855974,0.078310646
180,199,0.452912738,-2.437076434,0.376131477,0.074727495
185,70,0.535984752,-2.696797358,0.896106823,0.120279016
185,75,0.54941871,-2.754845673,1.075219974,0.135797602
185,80,0.566388691,-2.612525377,1.295682515,0.150779618
185,85,0.54630701,-2.65970762,1.16832289,0.139969767
185,90,0.539769945,-2.577416156,1.039307179,0.130581872
185,95,0.570534255,-2.79694797,1.205279196,0.144516711
185,100,0.655638964,-3.14592756,2.168293183,0.215955661
185,101,0.660391437,-3.098095399,2.251522226,0.221048077
185,102,0.660687079,-3.057506143,2.273406838,0.221905793
185,103,0.669254532,-2.970863845,2.378813578,0.227861246
185,104,0.667894983,-2.976447745,2.357799003,0.227342962
185,105,0.662211714,-3.020143923,2.282129379,0.223131917
185,106,0.657726117,-3.021154016,2.25368472,0.221189173
185,107,0.655710312,-2.997546971,2.24126362,0.219471538
185,108,0.652599582,-2.983526346,2.219435701,0.217836127
185,109,0.65083537,-2.975650288,2.184907213,0.216166563
185,110,0.651315309,-2.902966341,2.203109262,0.215607985
185,111,0.652543385,-2.866598389,2.217609375,0.216465518
185,112,0.645009773,-2.879709475,2.156887219,0.211864798
185,113,0.659815034,-2.782127141,2.336155102,0.223209358
185,114,0.652696573,-2.81819668,2.26510786,0.219474257
185,115,0.652487408,-2.787788015,2.305991448,0.220967549
185,116,0.651275056,-2.785812612,2.301800875,0.220594752
185,117,0.650604552,-2.788838422,2.287245057,0.220084114
185,118,0.649578234,-2.798249902,2.258610492,0.218679559
185,119,0.669217011,-2.842937301,2.419265677,0.232007056
185,120,0.670453942,-2.76428683,2.436452566,0.232528546
185,121,0.672591457,-2.727483326,2.468748356,0.234209034
185,122,0.670531759,-2.726691239,2.446843524,0.232440743
185,123,0.668967958,-2.735970553,2.418549266,0.230882448
185,124,0.668951924,-2.68042715,2.419262739,0.230364736
185,125,0.668853728,-2.68167792,2.434569209,0.231524203
185,126,0.661796537,-2.701698132,2.348028008,0.226567407
185,127,0.660855127,-2.697338009,2.367540366,0.226939177
185,128,0.662358932,-2.637495198,2.367394357,0.226682208
185,129,0.658906836,-2.633679651,2.354041351,0.225438056
185,130,0.658278558,-2.606303174,2.356174753,0.225202584
185,131,0.658187612,-2.599046463,2.354185806,0.225025352
185,132,0.653728664,-2.5921485,2.297634233,0.221176556
185,133,0.652413738,-2.612285811,2.276999491,0.220087158
185,134,0.651802892,-2.595376368,2.268174111,0.219369688
185,135,0.648019146,-2.579365519,2.222673701,0.216399655
185,136,0.64621315,-2.585018901,2.224240056,0.216076271
185,137,0.641686108,-2.588599885,2.179476112,0.213245452
185,138,0.642000964,-2.559014156,2.210118098,0.21387447
185,139,0.639886069,-2.553229863,2.192282326,0.21245664
185,140,0.634857966,-2.565759883,2.142999622,0.209127979
185,141,0.635449028,-2.526020757,2.144443555,0.2088272
185,142,0.638253504,-2.504729566,2.165401027,0.209979719
185,143,0.632308465,-2.554165135,2.100837962,0.206689928
185,144,0.626433181,-2.56674791,2.053511618,0.203313947
185,145,0.623644431,-2.54900452,2.021484866,0.200898208
185,146,0.620972693,-2.554119239,2.004402562,0.199743489
185,147,0.61626598,-2.576985858,1.945994301,0.196473691
185,148,0.612971091,-2.591910506,1.911465615,0.194280037
185,149,0.608101148,-2.590867135,1.86088229,0.190818646
185,150,0.609237123,-2.60188457,1.847890543,0.190213105
185,151,0.598451594,-2.597042186,1.776325755,0.184653659
185,152,0.596522641,-2.571716445,1.767468207,0.18298595
185,153,0.595907428,-2.56070887,1.755706076,0.182000538
185,154,0.594310422,-2.552056226,1.744987559,0.181086398
185,155,0.592514318,-2.560524909,1.71712138,0.179384744
185,156,0.593793881,-2.521561692,1.743661738,0.179750748
Number_of_topics,Beta,c_v,u_mass,c_uci,c_npmi
190,70,0.536288342,-2.967539213,0.737068405,0.119711698
190,75,0.520688974,-2.80811347,0.719750582,0.114854843
190,80,0.519230358,-2.695283988,0.728862815,0.112520553
190,85,0.560350637,-2.787349551,1.257461538,0.145559802
190,90,0.675174121,-3.231856682,2.2266154,0.22149727
190,95,0.701746395,-3.227551484,2.660405263,0.251418658
190,100,0.70901732,-3.041198299,2.738314874,0.256096684
190,101,0.708038224,-3.017779501,2.741134467,0.25556302
190,102,0.706846947,-3.034887287,2.710885348,0.253671917
190,103,0.707519475,-2.9959363,2.694662653,0.25256538
190,104,0.704279356,-2.983813704,2.697387026,0.25236692
190,105,0.705259774,-2.952960818,2.70654614,0.25244502
190,106,0.70311465,-2.936959931,2.675489637,0.250102505
190,107,0.704293888,-2.895329657,2.711400192,0.251594131
190,108,0.699141091,-2.942387657,2.676162065,0.249682889
190,109,0.699229733,-2.899213839,2.674760604,0.249120984
190,110,0.696912974,-2.898858706,2.658698938,0.247797261
190,111,0.693859613,-2.863519698,2.637349681,0.245568627
190,112,0.709920245,-2.818799141,2.811756806,0.257827637
190,113,0.706057376,-2.822817038,2.768937363,0.25541287
190,114,0.70217222,-2.867487142,2.739933115,0.253801065
190,115,0.699722458,-2.885851602,2.717421226,0.252693051
190,116,0.698668084,-2.856944744,2.700652639,0.251010644
190,117,0.699136615,-2.829912957,2.707806224,0.251246075
190,118,0.69948565,-2.822468388,2.713119222,0.251567356
190,119,0.696388313,-2.777990817,2.674294417,0.248713055
190,120,0.694745799,-2.782731033,2.658316752,0.247915172
190,121,0.692268908,-2.800650918,2.635040402,0.246309979
190,122,0.689389025,-2.768789696,2.609198874,0.243912027
190,123,0.686986945,-2.755492207,2.590128332,0.2419576
190,124,0.681034314,-2.79189603,2.552664668,0.239180501
190,125,0.678255612,-2.781992651,2.510527161,0.236561502
190,126,0.677667533,-2.774529438,2.490453314,0.23527344
190,127,0.672668008,-2.846112402,2.447673774,0.232995581
190,128,0.672231067,-2.82465443,2.451515448,0.232438294
190,129,0.669823646,-2.786659025,2.447454311,0.231714704
190,130,0.669137698,-2.740438994,2.446013886,0.230808524
190,131,0.671558457,-2.704985269,2.462242592,0.231571868
190,132,0.673193681,-2.640000657,2.475801051,0.232123617
190,133,0.668452645,-2.639374725,2.436046437,0.229400848
190,134,0.668297363,-2.622412633,2.441172754,0.229321907
190,135,0.66941203,-2.579765629,2.452491905,0.229691904
190,136,0.665004381,-2.575735444,2.413907239,0.227086259
190,137,0.665545466,-2.522861748,2.432032932,0.227550698
190,138,0.665062887,-2.525781658,2.418393436,0.226905542
190,139,0.666120281,-2.500113377,2.423429665,0.227082082
190,140,0.664746926,-2.518463592,2.392775994,0.225271965
190,141,0.667366632,-2.475929549,2.419333317,0.226738953
190,142,0.665259953,-2.501396268,2.395373177,0.225278299
190,143,0.659160734,-2.4760442,2.344008306,0.221305598
190,144,0.650211632,-2.494874887,2.234020086,0.21412163
