Number_of_topics,beta,max_bleu,max_jaccard,max_cos,max_fscore
10,[0.9709143 0.9709143 0.9709143 ... 0.9709143 0.9709143 0.9709143],0.12699166222113406,0.06931424469933954,0.46964777,0.0030990002675140797
49,[1. 1. 1. ... 1. 1. 1.],0.08916066349335247,0.04742757545916985,0.5492821,0.003921172593753239
66,[0.99916893 0.99916893 0.99916893 ... 0.99916893 0.99916893 0.99916893],0.038978062060511943,0.02011863647084511,0.4291218,0.0008838383838383839
10,[0.00139436 0.00139436 0.00139436 ... 0.00139436 0.00139436 0.00139436],0.10024466985052931,0.05364101468662421,0.40565696,0.0034411350471488596
10,[0.9893581 0.9893581 0.9893581 ... 0.9893581 0.9893581 0.9893581],0.12474480338890938,0.06800897141701709,0.46728557,0.003992385105406927
49,[1. 1. 1. ... 1. 1. 1.],0.08916066349335247,0.04742757545916985,0.5492821,0.003921172593753239
49,[1. 1. 1. ... 1. 1. 1.],0.08916066349335247,0.04742757545916985,0.5492821,0.003921172593753239
48,[0.6297515 0.6297515 0.6297515 ... 0.6297515 0.6297515 0.6297515],0.105851583232858,0.056460344243676054,0.503034,0.0036104823295225776
65,[0.99921656 0.99921656 0.99921656 ... 0.99921656 0.99921656 0.99921656],0.049204478062143994,0.025427727652373937,0.42280918,0.0008354011579818031
17,[1. 1. 1. ... 1. 1. 1.],0.11066881516252579,0.05943750571431659,0.50943047,0.0047464626987247585
38,[1. 1. 1. ... 1. 1. 1.],0.04729551350469375,0.024546612798944444,0.534834,0.00024390243902439024
37,[1. 1. 1. ... 1. 1. 1.],0.059029566301365397,0.030743764934412377,0.45542544,0.0009550528789659226
48,[0.00381254 0.00381254 0.00381254 ... 0.00381254 0.00381254 0.00381254],0.11352809748759243,0.060756672113416815,0.5507421,0.0035606786040784343
77,[1. 1. 1. ... 1. 1. 1.],0.03619497800682543,0.018747205402759096,0.34183338,0.0004173913043478261
48,[1. 1. 1. ... 1. 1. 1.],0.10412702395602402,0.05557812879211976,0.58202505,0.0025756953233733414
48,[1. 1. 1. ... 1. 1. 1.],0.10412702395602402,0.05557812879211976,0.58202505,0.0025756953233733414
17,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.06945401199835638,0.03650783367928582,0.39647794,0.00437575324345584
49,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.09914303988867036,0.05300198707238704,0.47582322,0.0022155408156552324
14,[1. 1. 1. ... 1. 1. 1.],0.13266733076929083,0.07270029421548725,0.54840094,0.0071690381910537015
14,[0.09069428 0.09069428 0.09069428 ... 0.09069428 0.09069428 0.09069428],0.11898468636752378,0.06480845728273524,0.45056877,0.0015906965871902755
89,[1. 1. 1. ... 1. 1. 1.],0.05617216328378054,0.029257776595042834,0.4208519,0.000923727000427899
38,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.1082032574884091,0.05801150798103486,0.42671883,0.00674091871579716
15,[1. 1. 1. ... 1. 1. 1.],0.12882019726078853,0.07013373373862619,0.5328739,0.010089884909963548
47,[1. 1. 1. ... 1. 1. 1.],0.08927403055847219,0.0474959316623999,0.54505575,0.0019929103154909607
12,[1. 1. 1. ... 1. 1. 1.],0.13062814992686345,0.07158428151430028,0.52825165,0.005780004810492187
81,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.027958621330274224,0.014343654799942675,0.35221887,0.0021617414843221293
45,[1. 1. 1. ... 1. 1. 1.],0.05715684452720574,0.02977385200844442,0.40872738,0.0008337623337623337
49,[1. 1. 1. ... 1. 1. 1.],0.08916066349335247,0.04742757545916985,0.5492821,0.003921172593753239
13,[1. 1. 1. ... 1. 1. 1.],0.1371560677633328,0.07506380531901848,0.47319368,0.0035573623139366485
93,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.05946299883311042,0.031072510309963386,0.34360194,0.00041666666666666664
47,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.06482476048955138,0.033973541806457105,0.39805007,0.00600711654111023
51,[1. 1. 1. ... 1. 1. 1.],0.05969333494847101,0.03105028038155698,0.4380824,0.0
53,[0.4778796 0.4778796 0.4778796 ... 0.4778796 0.4778796 0.4778796],0.06689878340878372,0.03502899968704748,0.4999343,0.0010227272727272726
49,[1. 1. 1. ... 1. 1. 1.],0.08916066349335247,0.04742757545916985,0.5492821,0.003921172593753239
25,[1. 1. 1. ... 1. 1. 1.],0.0958881637203639,0.051280150538514174,0.47854683,0.004597645563901204
33,[1. 1. 1. ... 1. 1. 1.],0.07325489309270802,0.038464493389331215,0.49061513,0.001114236245815193
34,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.055788549694534825,0.02912962395132543,0.39805096,0.0021472090001501765
49,[1. 1. 1. ... 1. 1. 1.],0.08916066349335247,0.04742757545916985,0.5492821,0.003921172593753239
49,[1. 1. 1. ... 1. 1. 1.],0.08916066349335247,0.04742757545916985,0.5492821,0.003921172593753239
84,[1. 1. 1. ... 1. 1. 1.],0.060230886639165294,0.03143940038507972,0.45097253,0.0016613649940262843
49,[1. 1. 1. ... 1. 1. 1.],0.08916066349335247,0.04742757545916985,0.5492821,0.003921172593753239
19,[1. 1. 1. ... 1. 1. 1.],0.09694617337932936,0.05183116863468751,0.43730164,0.004681451856973678
49,[1. 1. 1. ... 1. 1. 1.],0.08916066349335247,0.04742757545916985,0.5492821,0.003921172593753239
62,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.05935864739847767,0.030978674120394477,0.4243721,0.0014253154253154254
49,[1. 1. 1. ... 1. 1. 1.],0.08916066349335247,0.04742757545916985,0.5492821,0.003921172593753239
11,[0.6165471 0.6165471 0.6165471 ... 0.6165471 0.6165471 0.6165471],0.13448900881992254,0.07371020908152341,0.44135734,0.003963465923117506
26,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.06648517063650536,0.03494432294346378,0.4131808,0.003557312785253962
49,[1. 1. 1. ... 1. 1. 1.],0.08916066349335247,0.04742757545916985,0.5492821,0.003921172593753239
74,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.0904983557553328,0.04787315559689764,0.34130424,0.002016500447185526
68,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.10709392516116374,0.05730431838372018,0.5073108,0.0037164802397187794
69,[1. 1. 1. ... 1. 1. 1.],0.07197531888405974,0.037882717237962875,0.4346645,0.0023095495112504098
31,[1. 1. 1. ... 1. 1. 1.],0.05843485925704356,0.030495400444610805,0.5736261,0.0005411255411255411
31,[1. 1. 1. ... 1. 1. 1.],0.05843485925704356,0.030495400444610805,0.5736261,0.0005411255411255411
32,[0.34903073 0.34903073 0.34903073 ... 0.34903073 0.34903073 0.34903073],0.06814004337883017,0.03586039413066096,0.40811813,0.0
31,[1. 1. 1. ... 1. 1. 1.],0.05843485925704356,0.030495400444610805,0.5736261,0.0005411255411255411
30,[1. 1. 1. ... 1. 1. 1.],0.05228924622999829,0.027150656121662703,0.49507412,0.001947138308551352
31,[0.7717561 0.7717561 0.7717561 ... 0.7717561 0.7717561 0.7717561],0.06270832526020802,0.032831732981083224,0.5294106,0.0010895445134575569
44,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.0852182065458431,0.04506441818803962,0.4891596,0.0007417582417582418
24,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.06880796892423251,0.036139274349697804,0.38331866,0.0007841880341880341
41,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.07961094703666059,0.04205783628682456,0.4741587,0.0018337387043824772
54,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.076751994850726,0.040368944401757964,0.4439224,0.0016277839807251572
67,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.10719159493788721,0.05765789976277062,0.46782163,0.0014534516466760646
29,[1. 1. 1. ... 1. 1. 1.],0.08357552345713844,0.04422796966638743,0.5034559,0.0020283050283050282
28,[1. 1. 1. ... 1. 1. 1.],0.09049690149909201,0.048131589913565885,0.5084459,0.0
48,[1. 1. 1. ... 1. 1. 1.],0.10412702395602402,0.05557812879211976,0.58202505,0.0025756953233733414
90,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.06262947433521289,0.032700522379119856,0.35787842,0.002725594298174943
48,[1. 1. 1. ... 1. 1. 1.],0.10412702395602402,0.05557812879211976,0.58202505,0.0025756953233733414
48,[1. 1. 1. ... 1. 1. 1.],0.10412702395602402,0.05557812879211976,0.58202505,0.0025756953233733414
54,[1. 1. 1. ... 1. 1. 1.],0.06408858587633291,0.033592706350439504,0.42527848,0.00030303030303030303
63,[1. 1. 1. ... 1. 1. 1.],0.06537133510946969,0.034162360940968056,0.45791745,0.002546511324974323
57,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.08874136393817424,0.046955141581203855,0.47758925,0.0008439659755449229
21,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.09721315187815266,0.052680049886992236,0.4263134,0.002394841717422363
32,[0.9988861 0.9988861 0.9988861 ... 0.9988861 0.9988861 0.9988861],0.06568280606129431,0.034426735017115004,0.48949537,0.0019376249223455688
48,[0.6715954 0.6715954 0.6715954 ... 0.6715954 0.6715954 0.6715954],0.10379917894774358,0.05537177736055318,0.5189598,0.0036674658865061337
48,[1. 1. 1. ... 1. 1. 1.],0.10412702395602402,0.05557812879211976,0.58202505,0.0025756953233733414
64,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.06649419013140419,0.034836557514047656,0.4267578,0.0010463855944487222
27,[1. 1. 1. ... 1. 1. 1.],0.14238746790321366,0.07840503650743423,0.574609,0.003317015377096022
28,[1. 1. 1. ... 1. 1. 1.],0.09049690149909201,0.048131589913565885,0.5084459,0.0
47,[1. 1. 1. ... 1. 1. 1.],0.08927403055847219,0.0474959316623999,0.54505575,0.0019929103154909607
47,[1. 1. 1. ... 1. 1. 1.],0.08927403055847219,0.0474959316623999,0.54505575,0.0019929103154909607
27,[1. 1. 1. ... 1. 1. 1.],0.14238746790321366,0.07840503650743423,0.574609,0.003317015377096022
27,[1. 1. 1. ... 1. 1. 1.],0.14238746790321366,0.07840503650743423,0.574609,0.003317015377096022
26,[1. 1. 1. ... 1. 1. 1.],0.08537647642718317,0.04512475277522119,0.5322843,0.002285409728209698
27,[0.7938601 0.7938601 0.7938601 ... 0.7938601 0.7938601 0.7938601],0.14138525298334956,0.07788788072023875,0.58262,0.0049428102021723905
29,[1. 1. 1. ... 1. 1. 1.],0.08357552345713844,0.04422796966638743,0.5034559,0.0020283050283050282
87,[1. 1. 1. ... 1. 1. 1.],0.045912381022767,0.023830890797537373,0.42885467,0.002527229875332342
48,[1. 1. 1. ... 1. 1. 1.],0.10412702395602402,0.05557812879211976,0.58202505,0.0025756953233733414
95,[1. 1. 1. ... 1. 1. 1.],0.06383243178450385,0.0333451955161741,0.49196735,0.003210227720308366
27,[0.57666475 0.57666475 0.57666475 ... 0.57666475 0.57666475 0.57666475],0.1390486743480497,0.07658964423899273,0.571886,0.004545371735094455
83,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.08462750145563148,0.04464034174311724,0.3906314,0.002038127920749872
61,[1. 1. 1. ... 1. 1. 1.],0.06176790687651011,0.03225853864496884,0.47604993,0.001996377876173273
21,[1. 1. 1. ... 1. 1. 1.],0.10123792213410995,0.054329569859772074,0.45952442,0.0013933229110255074
19,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.05034451171305305,0.026275313712165252,0.3476399,0.0019333032558839008
52,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.12371241564371653,0.06714797037071747,0.53065836,0.006522908663152565
95,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.0772419621904939,0.0407315222074474,0.40054092,0.0015637218963831868
80,[1. 1. 1. ... 1. 1. 1.],0.0518585032934562,0.026876924423326284,0.413386,0.0007846153846153847
27,[0.68768334 0.68768334 0.68768334 ... 0.68768334 0.68768334 0.68768334],0.14429846901968973,0.07971169981681085,0.5814031,0.005640422879948326
69,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.07906453977030313,0.04179539150041164,0.45575905,0.0045893323635529115
72,[1. 1. 1. ... 1. 1. 1.],0.05360545350509673,0.027846930547778977,0.3861907,0.003185843830965782
45,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.08849555839094761,0.04681362843759219,0.4864103,0.0023810148185148187
43,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.05434197649902325,0.02823115625929395,0.42217457,0.0016655686351471084
34,[1. 1. 1. ... 1. 1. 1.],0.04301048421032761,0.022293879426519815,0.45210823,0.0005902777777777778
23,[1. 1. 1. ... 1. 1. 1.],0.08717666108956916,0.046478665815062874,0.41375905,0.004401844782705274
27,[0.6950855 0.6950855 0.6950855 ... 0.6950855 0.6950855 0.6950855],0.14429846901968973,0.07971169981681085,0.58441275,0.005360203099728546
92,[1. 1. 1. ... 1. 1. 1.],0.04730062793774082,0.02452108253295429,0.36616734,0.0012249570230201507
15,[0.30464974 0.30464974 0.30464974 ... 0.30464974 0.30464974 0.30464974],0.132827770050632,0.07232265468940696,0.51995623,0.002661027861027861
88,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.08212292929592517,0.04353776342456359,0.37434283,0.0010407000407000406
78,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.0886212046837684,0.047048283397864175,0.462345,0.0035802416804428428
36,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.07949606575099644,0.04195202860057609,0.47323525,0.005541076404887146
68,[1. 1. 1. ... 1. 1. 1.],0.07187393719776775,0.03780170690438139,0.5382171,0.002609622735802452
67,[1. 1. 1. ... 1. 1. 1.],0.06771694897492744,0.03559108473726231,0.4739309,0.0008346581875993642
68,[0.5716484 0.5716484 0.5716484 ... 0.5716484 0.5716484 0.5716484],0.061431158909665745,0.032075522071859125,0.48020816,0.0017828981054787507
52,[0.45861134 0.45861134 0.45861134 ... 0.45861134 0.45861134 0.45861134],0.06514385826750413,0.03407635955145276,0.48416954,0.001200854700854701
53,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.07737395550743517,0.04074772735352011,0.4699711,0.0030055525536156814
16,[0.4717767 0.4717767 0.4717767 ... 0.4717767 0.4717767 0.4717767],0.1447809099735094,0.07952209529020124,0.54106224,0.0044796687152318425
12,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.12417852580202936,0.06801868409678213,0.46258816,0.005397437768081541
94,[1. 1. 1. ... 1. 1. 1.],0.05267450635265545,0.027447500152292675,0.49402657,0.0013369963369963369
56,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.06201106126000313,0.03241345174720463,0.37547383,0.0019284401235620746
27,[0.77554643 0.77554643 0.77554643 ... 0.77554643 0.77554643 0.77554643],0.14325732776846783,0.07907797308893177,0.58398265,0.005545905041684888
58,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.08161616598757783,0.04304552423304812,0.41402626,0.002236155269832912
53,[1. 1. 1. ... 1. 1. 1.],0.07668100567160316,0.04036013144720689,0.49872723,0.00252209595959596
60,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.07572670543750534,0.03978845271443975,0.45790377,0.0015248548199767713
85,[1. 1. 1. ... 1. 1. 1.],0.03636341527382613,0.018716674096448952,0.34423825,0.002537639460220105
83,[1. 1. 1. ... 1. 1. 1.],0.06508820869175433,0.034038944946405046,0.5001554,0.0047447654297634225
27,[0.77789277 0.77789277 0.77789277 ... 0.77789277 0.77789277 0.77789277],0.1417421762533163,0.07820514188347233,0.5810161,0.006086153840971328
76,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.07762959705083103,0.04083130546240543,0.3141804,0.003523773931917705
79,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.06684029240805202,0.03499904189800967,0.4058685,0.0009878129117259554
27,[0.7767442 0.7767442 0.7767442 ... 0.7767442 0.7767442 0.7767442],0.14325732776846783,0.07907797308893177,0.58398265,0.005545905041684888
27,[0.7773791 0.7773791 0.7773791 ... 0.7773791 0.7773791 0.7773791],0.1417421762533163,0.07820514188347233,0.5810161,0.006086153840971328
16,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.0998763587434996,0.05323067701058111,0.4457401,0.002261669860262244
27,[0.7637391 0.7637391 0.7637391 ... 0.7637391 0.7637391 0.7637391],0.14325732776846783,0.07907797308893177,0.5836673,0.005661377280878149
27,[0.7639308 0.7639308 0.7639308 ... 0.7639308 0.7639308 0.7639308],0.14325732776846783,0.07907797308893177,0.5836673,0.005661377280878149
27,[0.7641101 0.7641101 0.7641101 ... 0.7641101 0.7641101 0.7641101],0.14325732776846783,0.07907797308893177,0.5836673,0.005661377280878149
40,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.08352117552573857,0.044169442430407414,0.45526713,0.0027048964429664322
27,[0.7637062 0.7637062 0.7637062 ... 0.7637062 0.7637062 0.7637062],0.14325732776846783,0.07907797308893177,0.5836673,0.005661377280878149
27,[0.7638641 0.7638641 0.7638641 ... 0.7638641 0.7638641 0.7638641],0.14325732776846783,0.07907797308893177,0.5836673,0.005661377280878149
48,[1. 1. 1. ... 1. 1. 1.],0.10412702395602402,0.05557812879211976,0.58202505,0.0025756953233733414
27,[0.7641552 0.7641552 0.7641552 ... 0.7641552 0.7641552 0.7641552],0.14325732776846783,0.07907797308893177,0.5836673,0.005661377280878149
27,[0.7643068 0.7643068 0.7643068 ... 0.7643068 0.7643068 0.7643068],0.14325732776846783,0.07907797308893177,0.5830392,0.005661377280878149
27,[0.76443386 0.76443386 0.76443386 ... 0.76443386 0.76443386 0.76443386],0.14325732776846783,0.07907797308893177,0.5830392,0.005661377280878149
27,[0.79119015 0.79119015 0.79119015 ... 0.79119015 0.79119015 0.79119015],0.14166303076112735,0.07803694904322012,0.58408004,0.0049428102021723905
60,[1. 1. 1. ... 1. 1. 1.],0.05286632160187747,0.02758503838785756,0.44844002,0.003468413723453595
27,[0.7657022 0.7657022 0.7657022 ... 0.7657022 0.7657022 0.7657022],0.14325732776846783,0.07907797308893177,0.5832682,0.006072220831158572
58,[1. 1. 1. ... 1. 1. 1.],0.05980323914518602,0.031279638295018355,0.51747584,0.003914640698634387
74,[1. 1. 1. ... 1. 1. 1.],0.05511110813805276,0.028660712384275505,0.47740987,0.0008923319327731093
98,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.07995587551187548,0.04232263207036116,0.37877724,0.004959934056060311
27,[0.75958055 0.75958055 0.75958055 ... 0.75958055 0.75958055 0.75958055],0.14357990841362914,0.07925915368507438,0.5843915,0.005883599503100372
27,[0.7594595 0.7594595 0.7594595 ... 0.7594595 0.7594595 0.7594595],0.14357990841362914,0.07925915368507438,0.5843915,0.005883599503100372
14,[0.7309762 0.7309762 0.7309762 ... 0.7309762 0.7309762 0.7309762],0.1355758327003734,0.07467014687801483,0.53133494,0.0026002435012478053
27,[0.76536345 0.76536345 0.76536345 ... 0.76536345 0.76536345 0.76536345],0.14325732776846783,0.07907797308893177,0.5836673,0.006072220831158572
27,[0.7654765 0.7654765 0.7654765 ... 0.7654765 0.7654765 0.7654765],0.14325732776846783,0.07907797308893177,0.5836673,0.006072220831158572
27,[0.76558816 0.76558816 0.76558816 ... 0.76558816 0.76558816 0.76558816],0.14325732776846783,0.07907797308893177,0.5836673,0.006072220831158572
27,[0.7656987 0.7656987 0.7656987 ... 0.7656987 0.7656987 0.7656987],0.14325732776846783,0.07907797308893177,0.5832682,0.006072220831158572
27,[0.7657947 0.7657947 0.7657947 ... 0.7657947 0.7657947 0.7657947],0.14325732776846783,0.07907797308893177,0.58314496,0.006072220831158572
46,[1. 1. 1. ... 1. 1. 1.],0.07565254810183046,0.039770412498402324,0.54192895,0.001497835497835498
27,[0.7724987 0.7724987 0.7724987 ... 0.7724987 0.7724987 0.7724987],0.14325732776846783,0.07907797308893177,0.5842539,0.005545905041684888
27,[0.77284646 0.77284646 0.77284646 ... 0.77284646 0.77284646 0.77284646],0.14325732776846783,0.07907797308893177,0.5842539,0.005545905041684888
66,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.0641066747880398,0.03355971174383503,0.4278327,0.005158231357666223
27,[0.77269423 0.77269423 0.77269423 ... 0.77269423 0.77269423 0.77269423],0.14325732776846783,0.07907797308893177,0.5842539,0.005545905041684888
27,[0.77299964 0.77299964 0.77299964 ... 0.77299964 0.77299964 0.77299964],0.14325732776846783,0.07907797308893177,0.5842539,0.005545905041684888
27,[0.7732948 0.7732948 0.7732948 ... 0.7732948 0.7732948 0.7732948],0.14325732776846783,0.07907797308893177,0.5842539,0.005545905041684888
27,[0.7735807 0.7735807 0.7735807 ... 0.7735807 0.7735807 0.7735807],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.7736334 0.7736334 0.7736334 ... 0.7736334 0.7736334 0.7736334],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.77368677 0.77368677 0.77368677 ... 0.77368677 0.77368677 0.77368677],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.7737411 0.7737411 0.7737411 ... 0.7737411 0.7737411 0.7737411],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.773797 0.773797 0.773797 ... 0.773797 0.773797 0.773797],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.7738522 0.7738522 0.7738522 ... 0.7738522 0.7738522 0.7738522],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.77390796 0.77390796 0.77390796 ... 0.77390796 0.77390796 0.77390796],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.7739639 0.7739639 0.7739639 ... 0.7739639 0.7739639 0.7739639],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.7740199 0.7740199 0.7740199 ... 0.7740199 0.7740199 0.7740199],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.77407604 0.77407604 0.77407604 ... 0.77407604 0.77407604 0.77407604],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.7741324 0.7741324 0.7741324 ... 0.7741324 0.7741324 0.7741324],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.7741884 0.7741884 0.7741884 ... 0.7741884 0.7741884 0.7741884],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.774245 0.774245 0.774245 ... 0.774245 0.774245 0.774245],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.7743 0.7743 0.7743 ... 0.7743 0.7743 0.7743],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.77435553 0.77435553 0.77435553 ... 0.77435553 0.77435553 0.77435553],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.7744107 0.7744107 0.7744107 ... 0.7744107 0.7744107 0.7744107],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
27,[0.7744657 0.7744657 0.7744657 ... 0.7744657 0.7744657 0.7744657],0.14325732776846783,0.07907797308893177,0.5835234,0.006072220831158572
27,[0.7745285 0.7745285 0.7745285 ... 0.7745285 0.7745285 0.7745285],0.14325732776846783,0.07907797308893177,0.5834857,0.006072220831158572
