Number_of_topics,beta,max_bleu,max_jaccard,max_cos,max_fscore

20,[0.52416074 0.52416074 0.52416074 ... 0.52416074 0.52416074 0.52416074],0.12901221304748367,0.07021306073393871,0.5013106,0.004741068402153351
59,[0.5082404 0.5082404 0.5082404 ... 0.5082404 0.5082404 0.5082404],0.07250481202003264,0.03809754314867957,0.42821681,0.004347826086956522
57,[0.724679 0.724679 0.724679 ... 0.724679 0.724679 0.724679],0.06865795714892346,0.03623336870273696,0.47464222,0.001846535856616502
49,[0.8883847 0.8883847 0.8883847 ... 0.8883847 0.8883847 0.8883847],0.06031774711775058,0.031545742864271975,0.48915145,0.001976284584980237
71,[0.02230163 0.02230163 0.02230163 ... 0.02230163 0.02230163 0.02230163],0.07054158492757623,0.03704887683527514,0.46479425,0.002020054452715743
10,[0.001 0.001 0.001 ... 0.001 0.001 0.001],0.10213718253200123,0.054726942869626066,0.40848503,0.004235803931925442
100,[1. 1. 1. ... 1. 1. 1.],0.024689224998181727,0.012660751471019251,0.38956383,0.0016305091044221478
10,[1. 1. 1. ... 1. 1. 1.],0.12389484034382439,0.06750301638370741,0.46651608,0.003109038435892656
98,[0.00454063 0.00454063 0.00454063 ... 0.00454063 0.00454063 0.00454063],0.06577724532767446,0.03460276713156979,nan,nan
20,[0.52416074 0.52416074 0.52416074 ... 0.52416074 0.52416074 0.52416074],0.12901221304748367,0.07021306073393871,0.5013106,0.0046065026307402215
59,[0.5082404 0.5082404 0.5082404 ... 0.5082404 0.5082404 0.5082404],0.07250481202003264,0.03809754314867957,0.42821681,0.00223890662878267
57,[0.724679 0.724679 0.724679 ... 0.724679 0.724679 0.724679],0.06865795714892346,0.03623336870273696,0.47464222,0.004237045600203495
49,[0.8883847 0.8883847 0.8883847 ... 0.8883847 0.8883847 0.8883847],0.06031774711775058,0.031545742864271975,0.48915145,0.0017557545335323112
71,[0.02230163 0.02230163 0.02230163 ... 0.02230163 0.02230163 0.02230163],0.07054158492757623,0.03704887683527514,0.46479425,0.006410256410256411
51,[0.05007043 0.05007043 0.05007043 ... 0.05007043 0.05007043 0.05007043],0.09362358668848801,0.04999862516368028,0.46479347,0.010101010101010102
88,[0.12271807 0.12271807 0.12271807 ... 0.12271807 0.12271807 0.12271807],0.05388897810465425,0.02833063994284962,0.41754228,0.003289102109561296
72,[0.86999476 0.86999476 0.86999476 ... 0.86999476 0.86999476 0.86999476],0.0522790324932021,0.02714910591844648,0.49682823,0.002240814123436075
42,[0.34867793 0.34867793 0.34867793 ... 0.34867793 0.34867793 0.34867793],0.05340155914808303,0.02770870700693229,0.39081612,0.004166666666666667
72,[0.48241556 0.48241556 0.48241556 ... 0.48241556 0.48241556 0.48241556],0.057414739710068996,0.03004006571128672,0.4333597,0.0037827780607192375
65,[0.05183733 0.05183733 0.05183733 ... 0.05183733 0.05183733 0.05183733],0.0704283606829706,0.03696250025120155,0.4293112,0.0037479318904717622
75,[0.50993836 0.50993836 0.50993836 ... 0.50993836 0.50993836 0.50993836],0.0736421678898366,0.038833152678187016,0.41655636,0.0020412319239243386
70,[0.40283528 0.40283528 0.40283528 ... 0.40283528 0.40283528 0.40283528],0.054063989597889585,0.028151793334175973,0.4182012,0.0030118932445151957
45,[0.5607668 0.5607668 0.5607668 ... 0.5607668 0.5607668 0.5607668],0.06005884917215842,0.031375199510348624,0.46765393,0.003740970072239422
21,[0.01599575 0.01599575 0.01599575 ... 0.01599575 0.01599575 0.01599575],0.0967514244713033,0.052373477041124425,0.4264713,0.0034860302186521695
81,[0.4618827 0.4618827 0.4618827 ... 0.4618827 0.4618827 0.4618827],0.03228760447178423,0.01655176507118776,0.42913845,nan
16,[0.57216555 0.57216555 0.57216555 ... 0.57216555 0.57216555 0.57216555],0.13967840737173465,0.07655320524135652,0.5492136,0.004616037876385898
74,[0.54881144 0.54881144 0.54881144 ... 0.54881144 0.54881144 0.54881144],0.04827534653667295,0.025113848590648614,0.49275643,0.0055065658611232506
27,[0.16873167 0.16873167 0.16873167 ... 0.16873167 0.16873167 0.16873167],0.11624964934578533,0.06276831840612321,0.480911,0.005101115472570461
76,[0.883486 0.883486 0.883486 ... 0.883486 0.883486 0.883486],0.03242795443145026,0.016750352869656853,0.411618,0.0011349754575561027
10,[1. 1. 1. ... 1. 1. 1.],0.12389484034382439,0.06750301638370741,0.46651608,0.003999748164760279
10,[1. 1. 1. ... 1. 1. 1.],0.12389484034382439,0.06750301638370741,0.46651608,0.003999748164760279
10,[0.97605795 0.97605795 0.97605795 ... 0.97605795 0.97605795 0.97605795],0.12547651070598254,0.0684297794378251,0.46769738,0.004404680803164784
10,[0.01370651 0.01370651 0.01370651 ... 0.01370651 0.01370651 0.01370651],0.10207415732191719,0.054633133611103286,0.4114082,0.0038684513884499542
10,[1. 1. 1. ... 1. 1. 1.],0.12389484034382439,0.06750301638370741,0.46651608,0.003999748164760279
100,[0.99568903 0.99568903 0.99568903 ... 0.99568903 0.99568903 0.99568903],0.028370708969786218,0.014618301214595246,nan,nan
