Number_of_topics,beta,max_bleu,max_jaccard,max_cos,max_fscore
27,[0.89636385 0.89636385 0.89636385 ... 0.89636385 0.89636385 0.89636385],0.11421741832124949,0.06171524577145556,0.5036728,0.003945427326287818
100,[0.9439312 0.9439312 0.9439312 ... 0.9439312 0.9439312 0.9439312],0.07584041937604713,0.04002449588370578,0.44100326,0.0033924809056388
10,[1. 1. 1. ... 1. 1. 1.],0.10425467505643495,0.05632111520728897,0.5004186,0.005572757802315191
100,[0.04573566 0.04573566 0.04573566 ... 0.04573566 0.04573566 0.04573566],0.060096939294776545,0.031338279366694186,0.43781564,0.005351070001591823
97,[0.6825402 0.6825402 0.6825402 ... 0.6825402 0.6825402 0.6825402],0.05871888046693763,0.030549838648667383,0.42725226,0.002325740925740926
100,[0.76816005 0.76816005 0.76816005 ... 0.76816005 0.76816005 0.76816005],0.05237762261970106,0.027153505388256508,0.46175197,0.003786509324009324
10,[1. 1. 1. ... 1. 1. 1.],0.10425467505643495,0.05632111520728897,0.5004186,0.005572757802315191
10,[0.98015213 0.98015213 0.98015213 ... 0.98015213 0.98015213 0.98015213],0.10327078781906303,0.05585324603015966,0.502779,0.004202021636015325
13,[0.23062529 0.23062529 0.23062529 ... 0.23062529 0.23062529 0.23062529],0.09264641148717984,0.04912804912373761,0.38425612,0.004985339345257266
10,[0.32965478 0.32965478 0.32965478 ... 0.32965478 0.32965478 0.32965478],0.10552701643246051,0.05670816203036889,0.47991794,0.005215465315404753
100,[0.31436512 0.31436512 0.31436512 ... 0.31436512 0.31436512 0.31436512],0.05377018587558238,0.028037527066092086,0.41643852,0.002630700363322314
100,[0.14166343 0.14166343 0.14166343 ... 0.14166343 0.14166343 0.14166343],0.03877101355133072,0.020003623803470188,0.44637436,0.0037437580756521675
11,[0.9973548 0.9973548 0.9973548 ... 0.9973548 0.9973548 0.9973548],0.09606100192711783,0.05155470219096933,0.38762325,0.0032037816513622963
11,[0.9994883 0.9994883 0.9994883 ... 0.9994883 0.9994883 0.9994883],0.09606100192711783,0.05155470219096933,0.38689363,0.0030793719110712575
10,[0.00495001 0.00495001 0.00495001 ... 0.00495001 0.00495001 0.00495001],0.0856972276598398,0.04573126618061103,0.41538426,0.003108003108003108
11,[0.9998199 0.9998199 0.9998199 ... 0.9998199 0.9998199 0.9998199],0.09606100192711783,0.05155470219096933,0.38689363,0.0030793719110712575
10,[1. 1. 1. ... 1. 1. 1.],0.10425467505643495,0.05632111520728897,0.5004186,0.005572757802315191
97,[0.9999681 0.9999681 0.9999681 ... 0.9999681 0.9999681 0.9999681],0.05360435757142381,0.027780975801009432,0.421051,0.003958761518482804
11,[0.00485146 0.00485146 0.00485146 ... 0.00485146 0.00485146 0.00485146],0.12069274076211908,0.06645574296151198,nan,nan
